Genes	Ss30.1	Bc12	Ch40.2	Ch22.2	Ch22.1	Ch22	Ss30.2	Ch22.3	Bc12.1	Bc24.1	Bc18.1	Ch40.3	Ch40.1	Bc18	Bc24	Ss30	Ch40	High_TPM
AT1G11860	2.209299527605733	1611.5950041443218	16.28501401994164	81.6957475756502	46.1789693039111	49.11287717255585	3.9828949420100033	83.59628169565075	1677.6020817158605	250.4981424455216	830.6641133475604	14.291082019447265	29.437105959400768	519.1328071766146	295.4747741416091	1.4544045503626035	31.20422130132377	2
AT1G11910	68.06878667181711	344.4863089322212	857.6136532001469	688.4443720782282	846.6088512760832	849.1929026649649	123.7333584170265	693.0276651107997	354.00253480695716	531.1113439753801	425.3102565524759	858.8882418418551	799.3990861822003	542.4482968251057	511.5115662699372	95.57802945672331	814.0882567047465	4
AT1G12900	0.2577223415549613	1300.9244750714681	15.756017813089931	79.82748425732008	45.98255498315457	49.090798857567094	1.8053740007412142	79.40744916121899	1409.800274544354	163.24143113962703	1154.7623015961326	15.44082820335107	31.813345220718574	681.0321796151426	195.90147426201332	1.0094845097026923	33.24811209075256	3
AT1G13245	1207.8587074209188	132.63342235029475	662.1162410185794	473.32606374609185	551.2559253238653	541.102161578989	1075.1432025366487	504.9324372013068	105.53230051389568	364.3488586583841	491.42293841181487	663.9463054335455	560.8908251203981	453.33841756102066	375.48317057430086	1048.8750073057852	542.5580460631863	3
AT1G13520	1771.929142326062	0.29817494631536284	919.2493496145844	31.63647043711606	71.31107689923657	68.24303356621208	1606.5438169916965	33.09579105576963	0.0803900068603557	114.46966894269258	4.734301552899213	908.4428037552389	553.2725235097369	4.6108026627804035	87.36573644096651	1513.3038916842634	542.4682846416221	5
AT1G13930	4.40110460193857	1275.0725255589314	176.40516838035072	592.0834240944422	542.9639949924515	513.424301651675	12.845930389889407	587.5773617517771	1366.619810214911	353.82516369863134	189.48935337065743	174.30444820271026	280.10389186294685	144.49911541180188	281.1255803889266	9.303527569274634	272.2456428998676	2
AT1G14540	882.8075344958709	0.19863798811554625	641.2254572079331	21.28801817940833	61.58180770781846	61.182637734062546	603.8263384847488	22.219980058127675	0.16066248447091552	63.39543293828173	1.1507450609554095	664.1819273480094	399.929723869002	1.1518580482494167	45.270036310369946	468.6183956294539	395.83083605836015	1
AT1G14870	2686.7019659852645	2.66101673480135	1208.42888544772	387.33983484824495	458.5362984718434	457.0195016223827	2782.00229803158	380.32814221453276	1.645864990685923	346.5590122898501	65.08868607450093	1187.9448870708825	980.4728714207789	39.48431378757275	297.3312275868807	2749.165916091899	976.0036011891686	7
AT1G14880	11.79677522169101	277.1839538079163	202.0762840393904	137.42921100869222	157.35298511464623	166.78050646922725	12.395660664882975	134.01242348172138	286.75437743794504	1092.8565749657837	394.5065152385139	185.0938132570653	578.207450164917	447.18216887604683	1049.1607831105393	4.4006983044476735	556.8996601912647	2
AT1G15125	31.094760774565984	36.498804983988855	449.0875373865149	780.9338488808518	1178.656596682296	1166.982811500555	66.43580086423239	817.0849629167883	8.7027175594463	1067.7591255835769	1005.7511832750281	461.66607391615423	626.8760885322333	1721.9383521601885	1226.3276682337512	47.525491673296756	639.0852994307246	6
AT1G15520	4211.968857802989	0.8570058177212215	1872.8998758637451	145.30530370148242	144.3146970399068	143.46155955629186	3713.769071583919	142.91311096592054	0.7464842073233806	812.3729619708507	159.38237851532625	1871.8556257984733	1314.2793521252418	113.7058824029308	621.226096416312	4305.21275975274	1299.5148453255974	7
AT1G15625	865.9127523059608	0.18844436043139204	50.381903291098226	0.7255892648126088	2.6230095456629177	3.869526048090503	467.4992187051126	1.9609026687429387	1.0669236832825848	7.060971043472143	1.212990632907228	51.033700631156776	33.362924813114844	2.3676194556250154	4.055070785082991	369.0836981002633	28.418955350522708	1
AT1G15820	10.150934807697023	351.31290789234004	79.54405546712624	340.3286723199828	370.88951139893163	352.95967663759404	11.716731670132999	326.9081227747372	451.97984744221117	464.0423116609712	1889.8389169603354	75.0588809938112	195.3050830916774	1535.1039793876291	636.7920343658262	13.683864909172671	208.0552971312444	2
AT1G17170	1164.1004503456288	3.0685456834110485	42.30648629092994	18.379166973697547	8.197241420334507	8.313776244164336	1242.6092504323738	18.40437553412542	1.654601847600094	171.34601305472455	60.133287702221956	41.81184894872456	30.649447166443053	33.116280197725395	134.39643350360092	909.7585138941997	29.682200120694798	3
AT1G18300	979.86302999907	5.8087630226406475	261.34259659182254	80.37269311401174	46.61194136221164	54.729432513207065	787.1675375890812	82.37401439014019	4.125289903661965	40.97876907288481	8.754782027873484	268.7598016815379	143.30407884843322	7.393991809200637	34.736735537424046	677.0238016092767	155.3896430579344	1
AT1G19020	6036.224567612055	21.863877864304268	4254.572506763496	651.4318179203624	770.7043407993269	811.7248230407092	5804.58868376244	693.3631628082312	20.21023252930689	554.71172671363	268.73644810480516	4156.860564723945	2761.33223066734	189.16951486652493	425.6736757459916	5768.111607939567	2755.560708625338	7
AT1G19180	1994.397226240146	31.13650463711188	989.786188575782	162.21278642965018	140.76470147580014	139.49641403366263	1819.0158580343145	158.6855378162857	16.140554846159354	415.96642373898766	110.59618989998951	992.7426403766542	572.0364953755114	77.8296084976528	304.0912685848402	2157.816403111349	558.0438649528645	5
AT1G19570	30.770748141284795	743.4227012439226	109.72385869085468	463.9841019616295	402.36545626798727	396.18007294486915	65.46566794074313	467.43377826209206	672.8646107510307	1034.4413664484462	133.9409230192721	107.01819415442465	201.74832953849483	147.3119969437637	897.6045555657133	36.588663045550646	208.3835098379405	2
AT1G19670	1173.5030398190247	376.890224408213	132.35721267435898	170.05462349966905	86.72526137158822	89.04026427680593	1332.245974382073	179.54645439844342	180.91450339108445	671.5259549209047	475.42909773685415	141.09664963950942	155.72253835024583	481.24384179680163	539.4372731451733	1714.7367759219767	161.50294437424955	3
AT1G20020	2.4949770389582384	1167.0003457069506	9.474036897627098	51.15703949099693	34.67493837941014	36.204780401452325	8.937406475423552	49.129575839681166	1171.3584876229265	130.6531938966647	443.87053988463987	8.600729789223415	24.671739488012147	255.72618571689972	148.30583821004083	4.061377860358446	23.907231747009916	2
AT1G20340	27.699015470930853	6452.130753113729	264.84649640743186	911.3602718619926	801.9818567056976	801.2740448957405	55.26808622507183	921.5016978923848	6959.898827280063	1984.9569872726456	6442.985064700102	239.68186129758698	463.21590570629166	4372.63141490035	2189.9669190143445	22.86791440346916	475.29267522973953	8
AT1G20450	4.9808606491584255	353.600192617398	662.5713037271834	982.7786601202993	689.2809110153466	692.0891675639191	14.002505565886324	956.1037403386256	334.08521410022223	98.7274475605674	74.73383960587391	661.2481448904396	671.9765933575281	79.41883120301134	102.29774321681404	6.1609776262267415	696.4446325150528	2
AT1G20620	88.9334610126984	446.7808324147096	3350.7675606616	6394.301438904981	8528.042830937913	8536.842310333335	177.02129815393604	6372.224195442087	399.1727860896743	3600.7852563375227	870.8410296805545	3308.7811774464185	4501.4981470015255	2066.784330690801	3749.2097151723547	197.1256181055011	4513.893604688027	12
AT1G21130	1139.8894747649658	234.34946457079133	967.7533728738507	1166.665739387592	1388.3614635410283	1404.4801332232425	1176.0394965550865	1175.0061134719108	223.9252209772173	686.2364629494823	535.764256973029	982.1435797484572	1002.5824391960823	498.7022984393866	682.4909019458543	1444.1975593505892	980.190045179919	11
AT1G21310	2291.752968553901	7.653080264340629	704.4755873406883	507.94514435065287	679.3478807441076	678.7802939813155	1653.1166142388886	497.86104543031615	12.210348819789582	5280.065528663946	125.24652416522088	671.8859584059672	991.1989980863733	94.93763348603876	4720.32777036242	1806.480541894791	992.8828669176297	7
AT1G22400	741.2756376337303	2.1683746428456594	290.8736446193972	15.939277560431929	29.99513085519324	27.701953820613088	891.717241480358	16.53804826959666	3.5475115722348396	169.49457750352047	47.01150442710546	295.25179191774345	206.7608666082164	30.577507013158627	129.4733144197651	985.9297665277486	201.8130034447198	2
AT1G22410	2117.040376360941	27.86778136584678	255.10912164674113	132.1669743983509	143.93834200259343	138.40618281456614	1806.089818110932	129.49601620484904	26.352567544349537	371.3233149009433	43.01145473734974	249.4591999017966	209.787974595764	37.84663897458168	309.5664901437278	2102.474132244596	217.59111599790367	3
AT1G23130	1737.125350437498	4297.680794785888	2101.6907809991353	1508.5391055543369	2512.7463250826063	2509.2041141338777	1727.886964507273	1505.3074466494272	4130.735026269242	567.7209169653211	5115.282151384	2132.913584845016	1308.9289370034458	4584.039671570986	640.4443106036322	1637.537291836506	1298.2987205218305	15
AT1G23310	681.5742818717098	2821.3252109802343	248.85486708053193	443.0404497056329	332.65443769543594	344.33166567504657	563.7207687325905	433.62282174061653	3130.43870483633	978.9412934051089	3301.9064334473187	248.1082509516084	322.4292977232006	2493.9686227256666	1150.8125163589	627.2502449464054	324.9434837184969	6
AT1G25220	1177.683182034014	19.296095513162907	369.4957617338677	187.14926663182538	222.01909707135016	209.85734322048077	1101.6429158724952	184.57510759579242	15.607078359701765	341.08861795944296	132.05993002113172	365.2525521990391	249.6281282670377	123.87786394745632	258.873183338516	1218.7292595699519	250.6371808372288	3
AT1G25275	651.5644447673623	374.72376190915224	1178.9410500396746	1117.5659488761066	1236.8491738303776	1205.4655870260574	1000.1524652599376	1075.287056619906	319.14171983778806	441.8853875317704	251.9868956309481	1161.443728918893	1180.9785710978301	316.58739561748354	415.2738682717622	1056.6438330209364	1240.1211044278034	10
AT1G26380	4288.515149883007	0.3379810544055563	2117.335944897171	427.1739838855391	694.3344129610315	696.9398732854088	3925.179482298088	432.364099989104	0.7517565504721198	340.1527427471314	213.31149366237617	2139.5275979468206	1332.8915648270286	138.82468268080655	290.47524163328023	4507.595864007204	1303.6816590578826	7
AT1G26390	421.9424351704119	0.3411635502097518	3002.045635625789	118.99223639752908	242.18627496188614	244.2062929293011	639.432191512996	126.91459375731523	0.20695506474219635	473.6559191369827	44.35966899130558	3053.9631148256085	2131.239651499474	15.991520775319591	423.18627381660616	726.3986550399152	2113.55337299357	4
AT1G27730	1265.7422410452452	26.220214431252106	976.0043515497013	309.504839159302	248.33806536867198	246.51504453682705	1355.899221012818	317.539017342313	16.387573416033387	310.1218398113678	190.25651674462773	998.4931744467686	624.293842985695	177.77009211316002	240.66302564997815	1706.347605979562	623.6344097513895	5
AT1G28190	1644.5735588207706	21.03330786517875	461.5284977774172	137.59080793828178	155.39910054184833	159.13214522254586	1591.66369861602	137.89509442919584	20.442044653355595	271.73642197583945	141.28448473732686	478.4350830705805	336.3914912746628	139.01675560595208	195.66587136395097	1835.0516361159878	312.7810674882834	3
AT1G29910	1.1385942253771424	54.58394028649735	6.052928322744478	60.296708565717104	108.4162449557262	117.9820417200132	0.9969975824988792	64.84362455352603	85.01683170793791	60.76536586632294	907.1993152188768	5.828599045965509	70.97003981852632	1301.6855540776808	109.97507251517969	0.0	79.2356721872749	2
AT1G29920	1.4232427817214282	31.263247532513965	60.52928322744478	128.184729360931	159.52370559560504	143.35685583994243	2.9909927474966382	122.43355551292878	55.21993570740661	23.106391408035048	4012.562151054427	58.285990459655096	152.84070666800275	4547.569958311034	25.344956591674677	3.1855801159061508	139.93668421378376	2
AT1G29930	51.521388698315704	2916.6075089927476	291.1890875263147	3848.795300354856	4050.319715397258	4053.897654100159	65.30334165367661	3791.263851861752	3961.893703997248	9316.985804768747	6934.744693505254	299.6331657703751	1343.3283353885765	4857.067339111185	12799.423469722595	55.74765202835764	1301.8281930418061	12
AT1G30250	2.7573185457928395	1470.5433515358866	5.584112876060308	2.8013379380449313	2.071401842741472	0.7002832029802339	6.4384422195108355	3.5487219482019547	1847.4404876978022	8.967378500569671	15.454182666003575	2.788156259381984	9.735397225283316	52.73566967888897	8.1836727308058	12.343163437053231	3.740428405937728	2
AT1G30380	14.282830028932722	1233.0696724899472	61.29860627572228	309.7897574040573	273.2356407511737	269.2746453770265	26.467464124074024	326.5205332293791	1361.303257753464	456.686591577314	1474.1962822687167	69.52585296435686	144.52124901831212	1040.9653805331902	512.4232991880492	14.497394791633274	147.3424780341885	4
AT1G30700	615.9606561897717	0.22457584110914647	1018.7014050349077	21.23344702378437	55.319553785875826	51.97490357590323	751.3489136803745	19.181868619851294	0.3632831053821694	289.44978434704916	5.7822561740569345	1002.3606093387943	620.232069048943	4.413234637755617	229.27869189920028	578.8467607107115	615.7796185642939	2
AT1G31330	16.505326623416554	1643.7295654752934	128.5300189609129	638.5919711092532	672.3449303104636	659.1918811709138	20.061222615340746	649.2648469955017	1901.5416743843466	1235.0286807475215	2825.5362020701727	132.08702701032902	313.92847179145764	2478.6695712460737	1573.7677204818442	20.67712389549418	309.98770216993586	6
AT1G31580	1.6624027067855134	9219.640334105854	1067.241602048592	2125.1115779072975	1464.0798627518298	1469.6943621403746	6.307880588546178	2181.0513834025933	10820.882080119727	7773.2241891810745	5363.018100352324	1050.201586293401	2299.499374003281	6030.4872700501755	8198.132649019699	1.8604404938415584	2331.7993703708553	14
AT1G32060	1.1844260803376945	2667.051841185512	21.488318201544615	143.99907971234876	87.29785488940755	85.12971212951378	1.959022851868126	143.6981386836841	2802.306650789029	420.07367453211447	2092.722866136984	20.56004703403385	58.43951344526352	1561.5459378429932	522.0557922761503	0.4418412443683517	51.95087250639101	4
AT1G32350	1195.2779387938554	0.6115606175740449	807.4850290059015	56.38349328076593	76.35438930603523	77.4398697561218	1409.3903372253005	58.20170215752497	0.741964181847679	480.68001102501495	48.6817820535615	829.4032797624806	524.8586408290431	29.257021603622476	354.05628802679865	1672.3736399394675	524.8631994122768	3
AT1G32460	824.3789480190311	210.37685244547143	657.8445233345888	327.51556344475847	386.9883500037866	378.11527997475764	833.1898076539023	286.3093604489129	146.91806805746822	239.77420182576984	329.1378346388592	621.4665391375697	555.4007881054309	330.8681279670422	234.03620599164168	1081.398263346275	588.8640900754351	1
AT1G32470	1.191965829691696	1325.2474786170744	3.620948193070357	33.83217410136881	21.04306924097521	20.661089969178548	0.5218659220892572	32.906078752507035	1368.7991813684432	97.22319678086384	635.6547899729627	3.389897014580635	11.168794052323227	359.91064562293303	117.32201067935604	1.0004712551517756	8.00393234676831	2
AT1G32920	3491.765824943938	30.384068966940017	1633.1851394364926	272.24394961189824	179.90605709278674	198.64995669350688	3278.2163928142572	279.6303054121161	46.36841323970727	302.9929630886154	100.37215991590814	1631.6361016137785	1138.491667140946	52.08148035882173	217.56769121315628	4600.445443436134	1141.2189108101045	7
AT1G33590	600.8063260867752	123.02904144697482	247.60254673236062	362.7623839945349	255.608305967964	265.1109033698006	684.4611034382938	359.40077746943496	126.3948923462102	795.5112955608666	131.32645252275591	248.04304306766014	247.17875458440014	125.19243183051044	696.6775450016423	971.2691504771318	248.48501141938857	1
AT1G35230	183.31367028571998	6.421640033705571	814.9835634552386	601.2319285761432	544.4334510005501	524.8465826515292	169.98808781605894	597.0009636860226	11.48137277084692	206.846638470006	27.846885455159764	820.3213472099604	959.7190351930127	16.005669297316526	206.94708034419585	131.88301679851466	961.9488623437584	2
AT1G37130	1644.2155685208081	824.4293042398491	207.58194700510853	114.3600539218723	57.9317058844979	61.11008915176921	1501.4557002073466	114.26674274675815	1203.286440166794	1423.5107274111429	2225.7077225342778	206.8346333386496	180.5740066063876	1684.7790603077694	1609.6316678260982	1713.2075045794788	183.69643077714176	8
AT1G42970	1.1257129331077504	2995.8544238990776	18.722777867956516	107.47774626859376	51.417227049732226	50.60433120994895	6.308596606623506	101.880612759457	3269.0100821595447	292.8990182658378	1967.4083969246615	22.87988729723052	44.118157715954354	1184.5837348538867	334.42919287227534	1.0078529909251528	43.613432010365315	4
AT1G44575	3.688662301274373	2090.4879020829817	15.102931776562555	60.3681454812815	29.8792820819835	30.181862531810328	4.7746891932707385	58.70237654638878	2028.4409889413587	120.23425902730177	1126.9463305847607	15.081834734526653	21.95305572357564	660.6999647183692	139.32166114299156	2.1537825478810477	23.626820998907853	3
AT1G45145	969.3599090626268	81.54839555602827	1101.99346579195	232.68666143239525	252.60881062483784	262.34597503309664	1136.9929107145374	230.65191693304402	78.4634801803397	301.7644778442458	81.0272856616337	1099.7549639536328	892.9166967037974	94.15308565992815	250.35610293697738	892.166463566886	887.471446190203	7
AT1G47128	74.00125212518971	701.1710364724487	940.9131327307583	422.09082857691595	528.4421896546269	539.3419124136401	222.77993694213225	426.40328478671256	706.3669497136632	742.3526166172446	703.4754638598863	950.2050072190358	821.6465536292471	819.9681683657179	632.4065470213119	193.93027920177124	824.0955459404372	2
AT1G48300	78.23685691357464	781.5038243630554	155.8767263062922	431.5726181802994	351.18119493803164	360.63331249538106	62.356971560128116	433.0021641780005	675.472749289127	414.7479066481891	907.073568013936	145.74534206251542	288.5282146375773	712.979510366804	438.52946976869276	60.48202697810972	290.2878565025555	1
AT1G51200	402.0350035226797	868.8288608458054	590.6723765063738	696.5309437763873	720.6414947303108	718.8608309397557	453.7714169449209	674.7425700570335	795.1463360749182	624.5212222408235	1104.4330834830894	573.2224934877684	612.2798762437026	1181.8063575039018	729.3141087242927	362.10159634734606	593.4340143025044	3
AT1G52230	12.064972088345602	982.1918754960393	49.536002957588536	197.36625687635086	212.71283536013863	216.59863299296055	12.545416038099573	206.13222065648074	1067.9730299694374	418.17707643862497	1835.5805565394824	56.90112471525399	107.2127429063928	1605.3789088479693	453.9326929309292	16.033911647638334	115.69200518965155	4
AT1G52400	1.3658034423024583	363.81914502430084	4.213859888989002	83.32151816115756	33.089891130522844	36.1618827875403	2.7656363375770847	80.48596681759733	145.55409844522762	1380.6027430858855	12.917875178856402	3.625331115332188	20.517992803580352	15.673174785579533	1553.6721856910926	1.33744460218723	21.052152326951422	2
AT1G53625	204.276455079608	2.012864946237536	1536.5694821082566	107.2134280843974	143.27196078961848	136.267330375476	188.52116509962144	100.14493337825917	3.6631046459368752	97.58500559397707	5.182614793043623	1491.9966285447879	1244.51659948438	1.9453602592656818	72.19027249493425	234.30295705835957	1264.5889716688	4
AT1G54410	578.6933902858755	3359.1971136868688	1822.3244724397725	4512.240935534469	4365.8873869709205	4270.6099144817435	518.8717822534319	4574.058840633858	3573.562087925085	2650.583171973233	1841.5950520281147	1741.4711343321712	2626.2803630527505	1526.665676191909	2808.261261435169	585.5418028804789	2681.2070891653625	14
AT1G55020	2468.405997980963	7.34677179238217	174.12544978512656	4.614375969622447	7.199861076036051	7.823803709320128	2331.949587363756	5.205009937095845	7.788100995963349	109.8661919976744	6.8017347275247495	165.69529565829427	87.35700235262365	12.931766656738509	94.8148542975396	2634.164847139936	90.47929345921314	3
AT1G55920	862.635130994148	40.54485105992751	430.37555666207675	145.5962044037686	228.14354137165915	221.79191755087632	825.5488140976672	139.6979742923615	42.212920205558284	231.36861374726968	143.44737373602888	406.44901076747897	252.17888285096527	124.22514798453713	159.09986029078362	925.0156072182544	239.49428736304142	2
AT1G56060	2388.303201569869	0.6844754854963913	611.1649786429683	52.71031334306207	48.50315246882801	46.99658785139138	1665.2596976257544	51.192772285522906	2.4912802377908214	47.24475786345472	22.91055154103667	615.5574806607359	495.06220891042534	9.261286876604883	32.805494794182955	2030.9012062260806	484.21682952997793	3
AT1G57630	1165.0122439936965	5.497564665301938	405.88108300589806	113.23153679921214	117.26768582549116	123.97441420621752	976.8847410947113	124.62783276587164	6.140464435385512	101.70562256380212	69.76308785722738	410.99921322366765	343.47901246410873	41.99954085755678	78.86682948868541	995.8602200027907	362.13833261510626	3
AT1G57990	1431.0906370600253	11.698812251470075	919.7023195657376	185.38444880152713	206.66339101111203	207.66889429350672	1270.2029686289109	188.6286393705137	9.930667326580787	188.45255534317386	114.81943898910583	915.6062707440055	616.1627327466939	103.10160606811532	150.83419757631398	1215.7542462603426	618.3703026372817	5
AT1G59870	1684.2035704717853	281.35553643046796	2399.816942255463	1647.155095249938	1624.6443387039444	1621.4372681550706	1643.8003411112206	1681.2185234484714	280.6684346771077	971.6634111023172	552.7447626278687	2388.061080088819	2000.4191421315675	591.4604434095528	962.4173330983032	1562.167931686123	1996.545440699593	13
AT1G60950	5.631838551026537	5346.89203730504	307.95070807105753	835.6353467336514	688.0900345036978	693.5811637356046	12.104487427788408	878.0967115401248	5964.960270091706	1181.0771726979835	4409.222578793119	288.10636139311885	392.54709834088953	3808.336469967832	1438.7622612466591	9.167629219466829	392.5491749619425	7
AT1G61520	20.409130358488678	1003.2205618693857	215.07996882285647	805.5179874004	1035.6926191589412	1034.8663080177653	25.902956229071584	803.7684532663885	1155.8600040601016	644.9838203025171	3444.9847971515132	210.4317633740476	459.07568017941713	3203.8504570496557	803.7661520115976	24.38022136802723	459.3373511916182	6
AT1G62380	2634.9711070914623	64.67303639436709	911.0464816322957	134.947852821707	213.98815011168927	209.6681931578836	3715.9702938067153	127.56187887190909	49.25805842569829	706.2039291808146	476.48432853626196	904.0520073346652	606.8643042434772	750.73297628212	611.4177124995531	3736.4875978176906	607.3006288193723	5
AT1G64360	359.25295704196236	723.5781373596907	66.69281323050518	111.5241949462946	87.96232011269598	103.40577203076741	425.64840975614953	106.17280898515848	891.0715022441792	45.349909970555366	778.9741217276759	53.81789989039643	65.77053241732102	1001.1253683075688	63.18556620064013	296.8219835439438	52.705245840876046	2
AT1G64370	181.97788935091995	1966.6758805019451	130.75871016763568	384.8122805815772	497.85005369353445	477.0024027361509	117.55102781362484	397.55201945756517	1810.4741230504765	333.64258895817864	1303.5434330715448	141.2419213464301	172.23327587901315	1388.6774889850315	401.9044017722039	126.86795268308248	187.66084548806907	4
AT1G64633	152.57162620053708	45.28946129034454	115.87034217825142	290.6388110721617	286.54392157923695	290.61752923679717	133.59767605484984	117.81756868030487	36.63104645936875	1309.9546513632174	0.0	231.41696952870467	124.31353379977158	43.77060583347785	915.5039102766664	170.74709421256966	62.091111538566295	2
AT1G64720	37.703951235505244	1131.7976277276352	167.06804939753331	474.45773688775904	498.38856766016767	491.00456453853536	52.55705063453965	485.3284582645388	1303.9410057038776	639.7578756822895	1689.1682896939456	172.82684641362374	295.7999500499108	1274.2256984702879	783.3684032483992	37.85186946202332	302.0313245101308	4
