Genes	Bc24	Ch40.3	Ch40	Ss30	Ss30.1	Bc12	Bc18	Ss30.2	Bc18.1	Bc12.1	Ch22	Ch22.1	Ch40.1	Ch22.2	Bc24.1	Ch22.3	Ch40.2	zero-counter
AT1G04820	12.11504365016171	9.658211482751797	9.599912842187127	8.409390936137703	8.139551352398794	10.298062567719017	9.643856189774723	8.879583249612784	9.481799431665753	10.655530723155644	9.81698362325538	9.873444112515378	9.407267764244732	9.897845456005511	11.733439082899434	9.843921051289037	9.710806433699352	0
AT1G04960	9.303780748177102	9.164906926675688	8.988684686772164	9.167418145831736	9.339850002884623	8.59618975614441	8.83605035505807	9.5980525001616	8.280770770130601	8.778077129535358	8.693486957499324	8.832890014164743	9.044394119358452	8.339850002884624	9.361943773735241	8.426264754702098	9.060695931687556	0
AT1G04970	10.405141463136344	10.159871336778387	10.040289721025717	8.654636028527968	9.084808387804364	8.957102041562287	9.722807531169547	9.497851836951117	8.977279923499916	9.400879436282183	10.052568050804153	10.139551352398792	10.105908508571158	9.89178370321831	10.646558710154547	9.774787059601174	10.167418145831736	0
AT1G05010	13.931291545281164	13.744518528779926	13.523561956057012	12.719816603018124	11.96108788999733	12.200592137689256	13.595024318613634	12.922026839405895	13.132178380915544	12.210975677726395	13.345127991976693	13.360161229619141	13.520864182988744	13.013148171454759	14.139871063212487	12.992230264965887	13.7515440590891	0
AT1G05560	10.60177078840771	9.074141462752506	8.459431618637296	8.924812503605779	8.164906926675688	10.083479327331842	9.29232163280204	10.304921669581672	9.413627929024171	10.378294855911893	8.344295907915816	8.164906926675688	8.499845887083206	8.991521846075695	11.091435386323607	9.005624549193879	9.014020470314932	0
AT1G05890	11.456354415108287	10.449148645375436	10.347621368568133	9.34207466799914	9.7632123668144	9.779719355143405	10.176173149107491	9.99717948093762	9.759888183221834	10.121533517340033	10.28886607416582	10.237209960755024	10.262094845370179	10.295768934420508	11.371232128369622	10.213104219641906	10.488844346457336	0
AT1G05960	10.614709844115207	8.894817763307943	8.894817763307943	8.164906926675688	8.93663793900257	9.700439718141093	9.754887502163466	9.047123912114026	9.324180546618742	9.96289600533726	9.537218400538595	9.533329732305834	8.854868383260236	9.78135971352466	10.367414751246828	9.715961990255146	8.888743248898258	0
AT1G06290	11.370687406807216	10.523561956057012	10.326429487122304	9.569855608330947	9.204571144249202	9.407267764244732	9.82177398197057	9.787902559391432	9.164906926675688	9.603626344986193	10.368506461507694	10.26795708440284	10.363039630256514	10.121533517340033	11.42940674151398	10.177419537989236	10.527477006060396	0
AT1G06410	11.672867276433792	10.130570562805426	10.295768934420508	8.366322214245816	8.204571144249204	10.154818109052103	10.8193807908646	8.897845456005511	10.515699838284043	10.365228849251544	10.581200581924957	10.618385502258606	10.354249381945241	10.790348496751914	11.584962500721154	10.679480099505446	10.100662339005199	0
AT1G06840	10.038918989292304	10.350939181546432	10.022367813028454	8.276124405274237	8.312882955284357	8.174925682500678	8.761551232444479	8.672425341971495	8.154818109052105	8.499845887083206	9.961449694398196	9.946906274456396	9.918863237274595	9.984418458801137	10.037546953962178	9.881113960675096	10.272629784976369	0
AT1G07000	11.084144010615145	10.915879378835774	10.665335917185175	10.395534135462302	10.806549621985962	7.936637939002571	9.667111542075027	10.805743872151618	9.105908508571158	8.159871336778389	9.873444112515378	10.049848549450562	10.659995892429976	10.207014320177533	11.1767964781476	10.161131882984307	10.94982671075911	0
AT1G07040	10.936637939002571	9.766528908598863	9.394462694610317	8.832890014164743	7.918863237274595	8.873444112515378	9.400879436282183	9.422064766172811	8.405141463136344	9.060695931687556	9.759888183221834	9.729620743553038	9.353146825498083	9.090112419664287	11.08746284125034	9.041659151637214	9.758223214726724	0
AT1G07140	11.531868775177553	10.16867211813223	10.158609688214476	9.537218400538595	9.614709844115207	9.3151495622563	9.768184324776927	10.048486873992335	9.204571144249202	9.485829308701904	10.273795599214264	10.265615046484458	10.171176797651773	10.158609688214476	11.418379719364955	10.118941072723509	10.140829770773	0
AT1G07240	10.079484783826816	9.403012023574997	9.111135670234708	8.562242424221072	8.276124405274237	8.857980995127571	9.702172685365547	8.73809225962049	8.83605035505807	9.179909090014933	9.511752653767381	9.583082767502932	9.074141462752506	9.45532722030456	9.94251450533924	9.4797802640291	9.364134655008053	0
AT1G07600	10.632995197142957	12.570330101030798	12.212496385193946	10.369597346278676	9.853309555403674	11.573173784686484	11.486835021563051	10.524541715035847	11.170551035316699	12.113416611485945	11.643856189774725	11.68255574108031	12.198138052401116	10.94617524072356	11.222794902868113	10.92777796208234	12.561526624136484	0
AT1G07620	9.447083226209653	9.951284714966974	9.381542951184583	10.125413470483316	10.198445041452363	7.90086680798075	10.414685235807212	10.257387842692651	9.712527000439824	8.03342300153745	8.581200581924957	8.751544059089099	9.219168520462162	8.503825737995749	9.76155123244448	8.344295907915816	9.823367240046236	0
AT1G07630	10.279610581052484	10.472690839242778	10.026523442519766	9.197216693110052	9.060695931687556	8.48784003382305	9.4757334309664	9.535275376620802	8.794415866350105	8.813781191217037	9.684748620421626	9.682994583681683	9.984418458801137	9.83605035505807	10.302638923787553	9.766528908598863	10.4231159101471	0
AT1G07810	10.918863237274596	10.043027283594546	9.968666793195208	8.451211111832329	7.912889336229964	8.848622940429339	9.768184324776927	8.885696373339394	8.854868383260236	9.076815597050832	10.034798962577268	10.086136225027307	9.812177305514448	9.839203788096944	10.944712061043486	9.885696373339394	9.991521846075695	0
AT1G07890	14.025831668332026	13.896710815726117	13.48708634027127	13.169298695792847	13.335669486946106	12.52331691231275	12.183635381473216	13.785656801427193	11.345405246717794	12.990458565073713	13.272338184158626	13.301781962051106	13.467732901015761	13.175705475525927	14.206785448115358	13.1103201736097	13.902469331305056	0
AT1G07920	12.320518524632693	10.506803437795648	10.602698865017963	7.912889336229964	7.9829935746943095	10.162391328756906	11.014020470314934	8.78135971352466	10.26795708440284	10.515699838284043	10.887220615468383	10.844705764411938	10.634811050171717	10.906890595608518	12.118616689351509	10.855647166027264	10.502831804066744	0
AT1G07930	12.873444112515376	11.122827994807665	11.287712379549447	12.303780748177102	12.171802288682985	10.900866807980748	12.093747662785669	12.452756029032495	11.410451351503994	11.307770031890705	11.589182967039351	11.57601187420678	11.264442600226603	11.57601187420678	12.733015321685965	11.559377090526686	11.127994320976393	0
AT1G07940	12.193833332546552	10.188588845707347	10.274960472140602	7.86418614465428	7.906890595608518	9.759888183221834	10.498849206531725	8.366322214245816	9.614709844115207	10.074141462752506	10.588714635582264	10.69522829149575	10.207014320177533	10.610102062999665	11.917745013443215	10.665335917185175	10.117643101389092	0
AT1G07990	10.659995892429976	9.707359132080883	9.614709844115207	8.991521846075695	9.164906926675688	9.620219825507489	9.984418458801137	9.417852514885896	9.449148645375436	9.733015321685963	9.909893083770042	9.888743248898258	9.654636028527968	9.972979786066292	10.752380646552892	9.98584193700334	9.714245517666123	0
AT1G08190	11.034111146096592	9.588714635582264	9.78135971352466	8.276124405274237	8.154818109052105	10.491853096329674	10.700439718141093	8.73809225962049	10.139551352398792	10.841564347730577	10.421012855779226	10.527477006060396	9.861086905995396	10.562242424221072	10.986553149756661	10.537218400538595	9.696967526234287	0
AT1G08420	10.912889336229961	9.428360172704293	9.372865060112588	8.672425341971495	8.754887502163468	9.651051691178928	9.972979786066292	9.126704472843189	9.503825737995749	9.94104760634058	9.539158811108035	9.556506054671928	9.368506461507694	9.674192268145683	10.709945380232496	9.614709844115207	9.422064766172811	0
AT1G08510	11.203959703239462	10.571752643503547	10.4757334309664	10.24555270625568	10.406205005418855	10.252665432450248	10.52845411076479	10.389093521904474	10.0	10.54496443278924	10.772314573921651	10.82097669262124	10.428360172704293	10.489847960439297	11.196602126523173	10.428360172704293	10.517669388133813	0
AT1G08800	10.643856189774723	10.369597346278676	9.978710459106358	11.24376903196185	11.461990950585573	8.262094845370179	9.829722735086056	11.733015321685965	8.900866807980748	8.804131021183318	9.91139198784346	9.94104760634058	9.90388184573618	9.25502856981873	10.755722153642283	9.278449458220482	10.383704292474054	0
AT1G08830	13.266932910607355	13.394194710019429	13.30862344513114	11.316847183602473	11.314583244274194	9.030667136246944	9.202123823830462	12.067098185748383	8.848622940429339	9.199672344836364	13.313024722595518	13.358925869154715	13.278449458220482	13.496604154575605	13.363860976729534	13.473578924860785	13.414685235807214	0
AT1G08930	12.26473580113014	12.14402086926689	11.80413102118332	10.913637428049105	10.973697366305352	10.470658874060554	11.568906154502086	11.279610581052484	11.208843990734612	10.537218400538595	11.919235786028347	11.955286645524467	11.86611979330307	11.734286232096348	12.24436383512051	11.643856189774725	12.17617314910749	0
AT1G09070	12.067098185748383	12.952013164889484	12.635037871183252	12.365228849251544	12.650154213675096	10.067434360756524	10.898601387403936	12.732167425663386	10.468624042918018	10.205793249397157	11.885315061049376	11.911766470659552	12.624110035762987	11.894059846274024	12.208843990734616	11.8668925276766	12.954378090144047	0
AT1G09130	11.926666629347286	10.129283016944965	9.885696373339394	9.177419537989236	9.296916206879287	11.421538906848276	11.453270634010625	9.682994583681683	10.880348808156027	11.683433292835405	10.125413470483316	10.147204924942226	9.92035285541508	9.99717948093762	12.037203741151972	10.011227255423254	10.053925881531104	0
AT1G09210	12.217048913556336	10.927037168720299	11.066761932386909	8.951284714966974	8.758223214726723	9.152284842306582	9.808964174919259	9.252665432450248	9.449148645375436	9.491853096329674	11.065416134676546	11.06339508128851	11.058668250340572	11.066089190457774	12.274086905634416	11.088788238716907	10.904634621668153	0
AT1G09270	10.711666973564348	9.447083226209653	9.428360172704293	8.774787059601174	8.696967526234287	9.095397022792556	9.710806433699352	9.076815597050832	9.079484783826816	9.39231742277876	9.521600439723727	9.519636252843213	9.533329732305834	9.562242424221072	10.659103963473662	9.434628227636725	9.527477006060396	0
AT1G09430	12.029977346589579	10.554588851677638	10.393390457443989	8.60733031374961	8.519636252843213	8.971543553950774	10.348728154231075	9.262094845370179	9.558420713268664	9.187352073200497	10.524541715035847	10.568906154502084	10.453270634010622	10.228818690495881	12.031011907437707	10.098032082960527	10.605479518061667	0
AT1G09490	8.977279923499916	9.224001674198103	8.945443836377912	8.224001674198105	8.74819284958946	9.368506461507694	8.625708843064466	9.0	8.129283016944967	9.537218400538595	9.383704292474054	9.497851836951117	9.030667136246944	8.948367231584678	9.087462841250339	8.915879378835774	9.3151495622563	0
AT1G09560	13.285402218862247	12.79543091954113	12.38855550398256	9.710806433699352	10.518653155673391	8.290018846932618	10.194756854422248	10.811374693509944	9.611024797307351	8.550746785383243	11.469641817239516	11.508785162064513	12.383974232607851	11.032045726930807	13.39700606857239	11.060695931687558	12.782793498733351	0
AT1G09590	10.439830883981392	9.278449458220482	9.554588851677638	7.906890595608518	8.154818109052105	9.426264754702098	10.066089190457774	8.744833837499545	9.37937836707126	9.569855608330947	9.672425341971497	9.684748620421626	9.531381460516313	9.900866807980748	10.422064766172811	9.90388184573618	9.197216693110052	0
AT1G09640	12.405673332281866	10.606405212697783	10.859534786382651	9.337621901992508	9.914385132155443	10.514714054138489	11.693922488081016	10.360847084179664	11.098032082960527	10.867278739709661	11.283667167491501	11.293471648838134	10.853309555403674	11.331476821859619	12.321928094887364	11.370687406807216	10.648357582009666	0
AT1G09920	9.243173983472953	8.675957032941751	8.588714635582264	8.348728154231077	8.63662462054365	8.479780264029099	8.335390354693924	8.915879378835774	7.8765169465649985	8.48784003382305	8.59618975614441	8.483815777264255	8.700439718141093	8.527477006060396	9.497851836951117	8.539158811108031	8.707359132080883	0
AT1G09970	14.26238852375102	13.311180660053356	13.19598729802851	11.129283016944965	10.845490050944376	10.644757592516255	12.381542951184585	11.69522829149575	11.922212717785447	11.064069080385512	13.412702149528112	13.405274448806429	13.203500952361395	13.442813937675151	14.295410224594724	13.442036344209926	13.299780402858538	0
AT1G10170	11.310044679647506	11.60917873814198	10.867278739709661	9.118941072723509	8.543031820255237	9.162391328756906	10.09275714091985	9.233619676759703	9.38586240064146	9.523561956057012	9.970105890612182	10.0	10.769837843629439	10.10459875356437	11.33706433868474	10.026523442519766	11.605942439625368	0
AT1G10290	11.61194694181998	10.691743519171276	10.62296694479051	9.64565843240871	9.936637939002573	9.946906274456396	10.111135670234708	10.026523442519766	9.649256177517314	9.961449694398196	10.43254190038826	10.43879185257826	10.61194694181998	10.41574176829009	11.61056350392504	10.347621368568133	10.59618975614441	0
AT1G10390	11.675074920385445	9.978710459106358	9.818582177480858	8.499845887083206	8.539158811108031	9.93810932621924	10.252665432450248	9.194756854422248	9.73809225962049	10.113742166049187	10.287712379549447	10.301496194982551	9.90839262077375	10.277287400130355	11.56271942704932	10.19598729802851	9.86727873970966	0
AT1G10410	10.847840355630712	10.766528908598865	10.407267764244732	9.818582177480858	10.100662339005199	8.204571144249204	8.339850002884624	10.287712379549447	8.209453365628951	8.049848549450562	9.68650052718322	9.820178962415188	10.421012855779226	9.497851836951117	10.957827560833746	9.38586240064146	10.805743872151618	0
AT1G10500	10.221587121264808	9.321928094887364	9.147204924942226	8.62935662007961	8.744833837499545	10.580258567499786	10.54978466794786	9.3151495622563	10.053925881531104	10.723660944409984	9.34207466799914	9.400879436282183	9.240791332161956	9.111135670234708	10.357552004618084	9.121533517340033	9.499845887083207	0
AT1G10580	9.769837843629439	8.658211482751796	8.257387842692651	8.625708843064466	8.060695931687555	8.118941072723509	8.968666793195208	8.94251450533924	8.426264754702098	8.396604781181859	8.654636028527968	8.654636028527968	8.326429487122303	8.463524373271179	9.727920454563199	8.588714635582264	8.49585502688717	0
AT1G10590	9.936637939002573	9.264442600226602	9.383704292474054	9.339850002884623	9.620219825507489	9.266786540694902	9.834471049984222	9.766528908598863	9.262094845370179	9.654636028527968	9.430452551665534	9.49585502688717	9.29920801838728	9.535275376620802	9.99859042974533	9.473705749619416	9.335390354693924	0
AT1G10670	11.552669097514274	9.984418458801137	10.124121311829187	9.579315937580017	10.086136225027307	10.483815777264255	10.4241662888181	10.29232163280204	9.868822554774999	10.805743872151618	10.64745842645492	10.737247343027738	10.087462841250339	10.677719641641009	11.43306376512207	10.64745842645492	10.098032082960527	0
AT1G10940	10.510764167917893	9.390168956200183	9.515699838284043	8.344295907915816	8.527477006060396	9.679480099505446	9.808964174919259	8.848622940429339	9.179909090014933	9.906890595608518	9.731319031025064	9.81698362325538	9.451211111832327	9.76155123244448	10.642954223480332	9.870364719583405	9.39660478118186	0
AT1G11050	10.377210530388552	9.65642486327778	9.068778277985412	9.873444112515378	9.943979914343739	7.971543553950772	9.700439718141093	9.984418458801137	9.157346935362844	8.491853096329674	8.870364719583405	8.897845456005511	9.082149041353869	8.977279923499916	10.445014845868425	8.933690654952233	9.442943495848725	0
AT1G11310	12.896332403909938	12.972261848733295	12.728133100306215	12.813781191217036	12.989926630559891	11.665335917185175	11.074141462752507	13.08746284125034	10.887982133058452	11.874212934830876	11.928148216169035	11.932952892194715	12.742098869778307	11.85135864903351	13.030322282644036	11.919980595048964	12.974235317355356	0
AT1G11480	10.857980995127573	9.39231742277876	9.35974956032233	8.228818690495881	8.632995197142957	8.897845456005511	9.368506461507694	8.965784284662089	8.876516946565	9.179909090014933	9.533329732305834	9.461479447286157	9.44086916761087	9.477758266443887	10.851749041416056	9.546894459887637	9.422064766172811	0
AT1G11650	12.510269670898175	11.10459875356437	11.034111146096592	10.871135184243043	10.843921051289037	11.463524373271179	11.740624044489412	11.222191138456333	11.135709286104401	11.855647166027264	11.17617314910749	11.212496385193946	10.99717948093762	11.161761743304675	12.384513961398618	11.13249972962851	11.098690096673591	0
AT1G11890	9.556506054671928	8.233619676759702	8.317412613764871	8.189824558880018	8.447083226209653	8.426264754702098	8.625708843064466	8.668884984266247	8.189824558880018	8.622051819456376	8.434628227636725	8.370687406807217	8.266786540694902	8.519636252843213	9.682994583681683	8.442943495848729	8.194756854422247	0
AT1G11910	14.020372323884475	13.79796543240424	13.618729615567545	10.070120944476823	9.7431513941125	12.833285435584482	13.537461094633017	10.79603960882977	12.772933092705355	13.178664851006472	13.774889987938595	13.790857545499616	13.590937857221537	13.472056157502356	14.062973671897199	13.462374459083035	13.79380649145577	0
AT1G12110	10.823367240046236	11.191059214531656	10.366322214245816	10.417852514885896	11.287712379549447	11.901621158346114	12.880348808156027	11.4797802640291	11.832098846039136	12.180219982170193	10.597121428789569	10.692615501694581	10.390168956200183	10.727920454563199	10.61378946447258	10.79685079526716	11.202123823830462	0
AT1G12240	12.689779629377275	9.779719355143405	10.101975670949233	9.257387842692651	8.857980995127571	11.3409627642517	11.263856019596084	10.216745858195306	11.084144010615145	11.567956075415466	9.86573327085176	9.930737337562887	10.04575966138268	10.025139562278508	12.769837843629439	9.995767150877802	9.829722735086056	0
AT1G12360	11.618385502258606	10.485829308701904	10.468624042918018	10.321928094887364	10.78463484555752	9.586839787961829	9.861086905995396	10.95637615724967	9.211888294546004	9.76155123244448	10.303780748177102	10.321928094887364	10.460455896309638	10.339850002884623	11.631177055703981	10.357552004618084	10.521600439723727	0
AT1G12470	10.520618680556279	8.721099188707186	8.829722735086056	8.129283016944967	8.348728154231077	8.939579214314692	9.301496194982551	8.603626344986193	8.573647187493322	9.038918989292304	9.43254190038826	9.34207466799914	8.76487159073609	9.194756854422248	10.301496194982551	9.154818109052103	8.768184324776927	0
AT1G12520	11.035486451292154	9.843921051289037	9.700439718141093	8.280770770130601	8.640244936222345	8.326429487122303	8.459431618637296	9.055282435501187	8.159871336778389	8.611024797307353	9.751544059089099	9.868822554774999	9.681238411777805	9.807354922057604	11.053247125912426	9.957102041562287	9.808964174919259	0
AT1G12640	10.4797802640291	10.139551352398792	9.705632387361415	8.62935662007961	8.262094845370179	8.754887502163468	9.207014320177533	9.00842862207058	8.577428828035746	8.997179480937621	9.511752653767381	9.546894459887637	9.820178962415188	9.098032082960527	10.539158811108035	9.055282435501187	10.052568050804153	0
AT1G12760	10.614709844115207	10.43879185257826	10.30035256032822	9.682994583681683	9.881113960675096	9.129283016944965	9.321928094887364	10.107217075591382	9.022367813028454	9.394462694610317	9.887220615468383	9.90388184573618	10.24198314969433	9.820178962415188	10.597121428789569	9.879583249612784	10.456354415108287	0
AT1G12840	11.29920801838728	10.087462841250339	10.210671343785624	9.049848549450562	8.882643049361839	10.603626344986193	10.772314573921651	9.49585502688717	10.188588845707347	10.9901039638575	10.478769619475765	10.4241662888181	10.277287400130355	10.412569846805212	11.28828934218097	10.447083226209653	10.18239435340453	0
AT1G12920	10.54496443278924	9.224001674198103	9.463524373271179	7.988684686772165	8.08214904135387	9.303780748177102	10.597121428789569	8.503825737995749	10.004220466318195	9.672425341971497	9.974414589805528	9.92035285541508	9.333155350310617	10.00982861736811	10.457380879072533	10.007027266893967	9.328674927327947	0
AT1G13110	12.29174628083394	12.571752643503544	12.277868546176839	11.266200912498961	11.494355603532846	11.043027283594546	12.428360172704293	11.585432051592962	11.62067804213541	11.216745858195308	12.119913785452269	12.106562940444885	12.287712379549447	12.385323176175874	12.275542556086723	12.38747886584238	12.563672959827516	0
AT1G13210	12.989926630559891	12.499098441228881	12.356451970221755	12.918863237274596	13.357139590005465	10.337621901992508	11.064069080385512	13.272629784976369	10.572700226487294	10.4189067312579	12.297489501160982	12.321646290991383	12.378023850925484	12.33427328530719	13.048486873992335	12.281350514981035	12.506555530751324	0
