Genes	healthy12	healthy24	healthy18	healthy30	healthy12	healthy18	healthy24	healthy30	zero-counter
AT1G01350	7.491853096329675	7.906890595608518	8.768184324776927	9.055282435501187	8.64745842645492	7.7414669864011465	7.339850002884624	9.095397022792556	0
AT1G01420	7.787902559391433	8.233619676759702	9.346513733165636	7.209453365628951	8.930737337562887	8.758223214726723	7.60733031374961	7.523561956057013	0
AT1G01430	9.084808387804364	9.736401931318287	10.502831804066744	9.829722735086056	10.015415052386688	9.527477006060396	9.231221180711186	9.527477006060396	0
AT1G01440	8.326429487122303	9.264442600226602	9.228818690495881	8.842350343413807	9.428360172704293	8.303780748177102	8.294620748891628	9.207014320177533	0
AT1G01470	10.166163082646113	11.200898605038443	11.094077685671904	10.181152256865566	11.23421867823847	9.61654884377899	10.885696373339396	10.5401280385821	0
AT1G01490	9.027905996569883	9.693486957499324	10.864186144654276	11.827342704234116	10.494855584491196	10.290018846932618	9.06339508128851	12.101975670949233	0
AT1G01510	8.005624549193879	8.08214904135387	9.434628227636725	9.055282435501187	9.179909090014933	8.543031820255237	7.523561956057013	9.271463027904376	0
AT1G01540	10.012624538865062	9.558420713268664	11.380461065088973	11.014020470314934	10.962173031109707	10.517669388133813	9.147204924942226	10.778898476008377	0
AT1G01550	11.111135670234706	11.940680648424092	12.206098613995795	12.279900715802762	12.313733350263819	11.291170699321857	11.102631888854964	12.344018439881324	0
AT1G01610	9.567956075415466	8.554588851677638	10.919608238603251	9.623881490013458	10.243173983472953	9.552669097514272	8.430452551665532	8.577428828035746	0
AT1G01620	9.813781191217037	10.187352073200497	11.947271652460348	11.567005370247033	10.083479327331842	10.804937672051908	9.882643049361839	12.13378440917991	0
AT1G01630	9.469641817239516	9.971543553950774	10.253847484987404	8.396604781181859	10.372865060112588	9.038918989292304	9.38586240064146	8.124121311829187	0
AT1G01650	9.283088353024002	9.627533884472793	10.101975670949233	10.252665432450248	10.34318571544788	9.047123912114026	9.124121311829187	10.296916206879287	0
AT1G01710	8.918863237274595	9.308339030139408	9.94982671075911	10.06339508128851	9.970105890612182	9.052568050804153	8.870364719583405	10.15608307628868	0
AT1G01730	8.076815597050832	8.294620748891628	8.829722735086056	9.573647187493322	9.361943773735241	8.108524456778168	7.562242424221072	9.923327485419193	0
AT1G01790	12.453785055496152	11.856814552503009	13.954378090144047	11.428360172704293	13.463268915981288	12.939579214314694	11.341518823245243	11.314583244274194	0
AT1G01800	9.936637939002573	10.144658242831882	11.053247125912426	10.509775004326936	11.074141462752507	9.99717948093762	9.434628227636725	10.370687406807216	0
AT1G01820	9.337621901992508	9.756556322524087	10.339850002884623	11.461990950585573	10.689997971419443	9.497851836951117	8.90388184573618	11.800090987624994	0
AT1G01830	8.603626344986193	8.727920454563199	9.879583249612784	8.73809225962049	9.726218159332195	9.172427508645482	7.948367231584678	8.689997971419446	0
AT1G01910	8.339850002884624	9.047123912114026	9.654636028527968	9.583082767502932	9.535275376620802	8.546894459887637	8.379378367071261	9.264442600226602	0
AT1G01950	7.826548487290915	8.022367813028454	9.276124405274238	8.672425341971495	9.041659151637214	8.562242424221072	7.409390936137703	8.957102041562287	0
AT1G01960	10.314016703901355	10.669770888525518	11.273795599214266	11.269711121142786	11.269711121142786	10.192292814470768	10.015415052386688	11.400345796534696	0
AT1G01970	8.861086905995395	7.994353436858858	10.280770770130603	8.758223214726723	9.893301530860565	9.243173983472953	7.515699838284043	8.266786540694902	0
AT1G01990	8.071462362556622	8.353146825498081	9.348728154231075	9.449148645375436	9.250298417906333	8.366322214245816	7.622051819456375	9.411510988012072	0
AT1G02020	8.076815597050832	8.527477006060396	9.285402218862247	9.177419537989236	9.319672120946997	8.515699838284043	7.851749041416057	9.377210530388552	0
AT1G02080	11.125413470483318	11.394462694610315	12.236313227042803	11.666667840690355	12.044394119358456	11.214926187942435	10.672425341971497	11.79968636133125	0
AT1G02090	7.74819284958946	8.209453365628951	8.997179480937621	8.51175265376738	8.675957032941751	7.7142455176661215	7.672425341971495	8.375039431346924	0
AT1G02100	8.771489469500601	8.679480099505446	10.037546953962178	10.419960177847887	9.970105890612182	9.164906926675688	8.174925682500678	10.600842114387305	0
AT1G02120	10.368506461507694	10.705632387361415	11.444497287103813	11.63390340934852	11.512740462803498	10.496853777388043	9.90388184573618	11.776433032444732	0
AT1G02130	8.330916878114618	8.867278739709663	9.422064766172811	9.172427508645482	9.546894459887637	8.539158811108031	8.294620748891628	9.084808387804364	0
AT1G02140	8.951284714966974	9.634811050171717	10.320800548881637	10.072802534544207	10.162391328756906	9.247927513443585	8.813781191217037	10.066089190457774	0
AT1G02145	8.092757140919852	8.422064766172811	9.216745858195306	8.977279923499916	9.152284842306582	8.348728154231077	7.832890014164741	9.266786540694902	0
AT1G02150	9.722807531169547	9.722807531169547	11.352595231134305	11.519636252843213	10.733015321685963	10.070120944476823	9.25974326369078	11.699138625275914	0
AT1G02170	9.095397022792556	9.60917873814198	9.52943055414615	9.654636028527968	10.15608307628868	8.51175265376738	8.703903573444663	9.873444112515378	0
AT1G02260	8.43879185257826	8.266786540694902	8.867278739709663	9.489847960439297	9.586839787961829	8.184875342908283	7.366322214245818	9.447083226209653	0
AT1G02270	8.357552004618084	9.350939181546432	9.016808287686557	8.290018846932618	9.807354922057604	8.149747119504681	9.038918989292304	8.383704292474054	0
AT1G02300	8.451211111832329	9.513727595952435	8.247927513443585	9.915879378835774	9.894817763307943	7.700439718141093	9.052568050804153	10.004220466318195	0
AT1G02305	10.510764167917893	10.779719355143405	11.467096033905747	12.113742166049187	11.606405212697785	10.506803437795648	9.906890595608518	12.45917543555203	0
AT1G02330	7.515699838284043	8.451211111832329	8.823367240046235	8.710806433699354	8.64745842645492	7.584962500721158	7.774787059601174	8.73809225962049	0
AT1G02410	8.129283016944967	8.710806433699354	9.43254190038826	7.665335917185176	9.103287808412023	8.366322214245816	7.948367231584678	7.6293566200796095	0
AT1G02475	10.19598729802851	10.35974956032233	11.461990950585573	10.425215903299383	11.364134655008053	10.54399845013454	9.689997971419443	10.142107057302553	0
AT1G02500	11.646558710154547	11.589651146514786	12.929443357684194	12.665113810335246	12.731319031025064	11.876516946565001	10.934428040626807	12.717890583987279	0
AT1G02560	11.73640193131829	12.897089128312757	13.063057963623493	12.027214885159836	12.9592775057205	12.234518085739989	12.001760028327215	12.250002267840447	0
AT1G02780	11.194141238863137	11.720671786825555	12.673088192909365	12.585432051592962	12.29920801838728	11.370687406807216	10.982280604558284	12.229119220658596	0
AT1G02840	9.172427508645482	9.436711542137212	10.281930026955443	12.147840893672335	10.323054760341646	9.35974956032233	8.791162888555018	12.229119220658596	0
AT1G02850	8.535275376620802	8.73809225962049	8.092757140919852	10.433585441150496	10.115043650161713	8.566054038171092	7.882643049361842	10.607330313749609	0
AT1G02880	8.413627929024173	8.588714635582264	9.485829308701904	7.569855608330947	9.449148645375436	8.74819284958946	8.022367813028454	7.636624620543648	0
AT1G02890	10.545929769085467	10.73047013718422	11.54399845013454	12.064069080385512	11.741466986401145	10.61286849729104	10.036173612553485	11.978710459106358	0
AT1G02910	9.751544059089099	9.579315937580017	11.11178773580101	10.163649676015824	10.899356922923117	10.09275714091985	9.06339508128851	9.93810932621924	0
AT1G02920	11.163020639580793	11.214926187942435	10.722807531169547	10.933690654952233	11.952377251967983	9.068778277985412	10.290018846932618	11.640696837570093	0
AT1G02930	11.737669863177452	12.34207466799914	11.001408194392807	10.88340698638837	13.221587121264806	10.17367713630342	11.414156679274141	11.888743248898258	0
AT1G02960	8.087462841250339	8.092757140919852	8.912889336229961	9.515699838284043	9.20945336562895	8.238404739325079	7.672425341971495	9.828136484194108	0
AT1G02990	8.651051691178928	9.144658242831882	9.734709620225836	8.721099188707186	9.78953364497036	8.857980995127571	8.507794640198696	8.791162888555018	0
AT1G03000	8.491853096329674	9.066089190457774	9.552669097514272	9.52943055414615	9.702172685365547	8.72451385311995	8.515699838284043	9.611024797307351	0
AT1G03030	7.918863237274595	8.071462362556622	8.49585502688717	8.233619676759702	8.909893083770042	7.74819284958946	7.228818690495879	8.199672344836364	0
AT1G03040	8.689997971419446	8.707359132080883	9.69522829149575	9.768184324776927	9.702172685365547	8.857980995127571	7.882643049361842	9.856425528625527	0
AT1G03060	10.545929769085467	10.369597346278676	11.590587049915035	11.054604317960672	11.381002109550927	10.54978466794786	9.54882190845875	11.269126679149418	0
AT1G03080	10.45532722030456	10.91139198784346	11.715961990255144	11.424691191512954	11.643405277115676	10.587777516328213	10.026523442519766	11.878050912728536	0
AT1G03090	8.335390354693924	8.038918989292304	9.467605550082997	14.327342118744745	9.264442600226602	8.348728154231077	7.665335917185176	14.966640630640054	0
AT1G03130	11.511752653767381	14.004396051426534	14.3151495622563	10.877284133523196	12.074141462752507	13.226713224618962	13.792790294301064	11.294620748891628	0
AT1G03140	8.566054038171092	9.61286849729104	9.995767150877802	10.851749041416056	9.511752653767381	8.90388184573618	8.909893083770042	11.54882190845875	0
AT1G03160	10.16867211813223	9.99859042974533	11.38747886584238	10.510764167917893	11.192909219112012	10.327552644081239	9.583082767502932	10.614709844115207	0
AT1G03250	7.774787059601174	8.370687406807217	9.177419537989236	8.558420713268664	8.791162888555018	8.118941072723509	7.7142455176661215	8.388017285345137	0
AT1G03280	8.569855608330947	9.025139562278508	9.698704666770343	9.59245703726808	9.826548487290914	8.661778097771986	8.224001674198105	9.573647187493322	0
AT1G03290	9.813781191217037	10.886458695703707	10.116343961237467	10.332036548361652	10.792790294301064	9.35974956032233	9.76155123244448	10.99506046703272	0
AT1G03350	8.94251450533924	9.192292814470768	9.842350343413807	9.756556322524087	10.052568050804153	8.927777962082342	8.686500527183219	9.820178962415188	0
AT1G03365	8.087462841250339	8.417852514885897	9.252665432450248	9.29232163280204	9.049848549450562	8.317412613764871	7.7279204545632005	9.31741261376487	0
AT1G03370	9.674192268145683	10.687375683437466	10.193525360501217	10.020979938904214	10.600842114387305	9.174925682500678	9.698704666770343	10.151016538892248	0
AT1G03380	9.78463484555752	10.051208940914766	11.076147528022505	10.75905593916017	11.018895621121647	10.30035256032822	9.436711542137212	11.178664851006472	0
AT1G03400	9.301496194982553	10.745674324002136	10.484822894262146	10.052568050804153	10.208234358339787	9.405141463136344	9.845490050944377	10.652844973001981	0
AT1G03430	8.022367813028454	9.169925001442312	8.388017285345137	7.294620748891628	9.147204924942226	7.539158811108031	8.475733430966399	7.665335917185176	0
AT1G03475	10.709083812550343	10.828136484194108	11.894059846274025	11.215532999745655	11.466586337719244	10.54496443278924	10.025139562278508	11.030667136246944	0
AT1G03590	7.491853096329675	8.103287808412023	8.679480099505446	9.37937836707126	8.823367240046235	8.071462362556622	7.686500527183218	9.707359132080883	0
AT1G03600	10.573647187493322	10.929998062609027	12.71295682169755	11.31628153174622	11.169925001442316	11.46096776257042	10.783816759320183	11.744413410557652	0
AT1G03610	7.679480099505445	8.577428828035746	9.497851836951117	9.481799431665753	8.459431618637296	8.503825737995749	8.285402218862249	10.912140856295721	0
AT1G03630	11.241983149694333	11.289442575688332	12.725792271494155	8.413627929024173	12.29634268469289	11.535275376620802	11.047123912114026	8.169925001442312	0
AT1G03680	12.191059214531656	12.222794902868113	13.476746203939467	12.041659151637216	13.347067657165873	12.397139806235604	11.715533063526586	12.131535468676345	0
AT1G03740	9.533329732305834	11.070120944476823	9.734709620225836	11.3151495622563	10.963618617443972	9.036173612553485	10.225207436943503	12.125413470483315	0
AT1G03860	8.63662462054365	9.413627929024171	9.368506461507694	9.994353436858859	9.511752653767381	8.169925001442312	8.72451385311995	9.758223214726724	0
AT1G03900	9.554588851677638	9.684748620421626	10.735556023911537	11.430452551665532	10.7714894695006	9.64745842645492	8.900866807980748	11.571752643503544	0
AT1G03910	8.78135971352466	9.184875342908283	10.059344460824423	10.696098170955864	9.824958740528524	8.939579214314692	8.535275376620802	11.042343379793694	0
AT1G03930	8.794415866350105	8.879583249612784	10.3151495622563	9.930737337562887	9.689997971419443	9.147204924942226	8.577428828035746	9.52943055414615	0
AT1G03970	7.936637939002571	8.915879378835774	8.954196310386875	9.96289600533726	9.204571144249202	8.108524456778168	8.262094845370179	10.117643101389092	0
AT1G04040	10.700439718141093	8.79766152585376	11.232420927176076	10.477758266443887	11.26209484537018	10.54399845013454	8.321928094887364	9.501837184902298	0
AT1G04080	10.015415052386688	10.388017285345137	11.222794902868113	11.200898605038443	11.178664851006472	10.303780748177102	9.7632123668144	11.217957697864113	0
AT1G04120	9.493855449240822	9.94982671075911	11.072802534544207	9.926295994781114	10.406205005418855	9.899356922923113	8.945443836377912	9.90839262077375	0
AT1G04140	10.193525360501217	10.508785162064513	11.211888294546004	11.586370695113963	11.35974956032233	10.24198314969433	9.782998208920414	11.81257844413538	0
AT1G04170	9.308339030139408	9.442943495848725	10.937373820192153	10.7632123668144	10.391243589427443	9.731319031025064	8.566054038171092	10.795227966028678	0
AT1G04200	8.618385502258606	9.473705749619416	9.4757334309664	8.113742166049189	9.689997971419443	8.092757140919852	8.89178370321831	8.03342300153745	0
AT1G04210	9.09275714091985	9.405141463136344	10.445014845868425	10.111135670234708	10.129283016944962	9.368506461507694	8.727920454563199	9.912889336229961	0
AT1G04240	7.651051691178927	8.400879436282183	9.64565843240871	8.326429487122303	8.51175265376738	9.152284842306582	8.422064766172811	8.066089190457772	0
AT1G04270	10.00842862207058	10.399811959325683	11.538673953082668	11.65642486327778	10.929258408636972	10.103287808412023	9.68650052718322	11.229419688230417	0
AT1G04300	9.902375114486023	10.338736382573916	11.2603315185576	12.684748620421624	11.134426320220928	10.303780748177102	9.707359132080883	13.198905402581904	0
AT1G04350	10.681238411777805	10.995767150877802	12.241387363998935	9.082149041353867	11.918863237274596	11.483311954999351	10.338736382573916	8.820178962415188	0
AT1G04390	7.6293566200796095	8.335390354693924	8.519636252843213	8.451211111832329	8.467605550082997	7.894817763307944	7.3750394313469245	8.72451385311995	0
AT1G04400	10.904634621668153	11.036860446673048	11.454813348512525	12.175861383565294	11.958190183693738	10.332036548361652	10.458406613236534	12.40832974076739	0
AT1G04410	12.132821006779572	12.710591218506757	13.67595703294175	13.436451292286975	12.919608238603251	12.248224089668474	11.672867276433792	13.7515440590891	0
AT1G04420	10.234817431117323	9.782998208920414	11.940680648424092	10.459431618637296	11.349281228817453	10.79766152585376	9.588714635582264	10.373952655370193	0
AT1G04430	10.467605550082997	10.516684949309608	11.347621368568134	12.004571615167654	11.101975670949233	10.213104219641906	10.09275714091985	11.544964432789238	0
AT1G04440	9.129283016944962	10.450180247164754	10.265615046484458	11.016111838220512	10.135709286104401	9.082149041353867	9.754887502163466	11.183635381473216	0
AT1G04480	8.603626344986193	8.92184093707449	10.179909090014933	10.03342300153745	9.7431513941125	8.832890014164743	8.194756854422247	9.837627933171404	0
AT1G04510	8.703903573444663	8.873444112515378	10.176173149107491	10.518653155673393	9.717676423066397	8.974414589805528	8.271463027904375	10.669770888525518	0
AT1G04530	9.705632387361415	10.675957032941751	11.90839262077375	9.047123912114026	10.583082767502932	10.816183681432342	9.89633240390994	8.906890595608518	0
AT1G04640	9.052568050804153	8.430452551665532	10.555547771647065	9.216745858195306	10.207014320177533	9.355351096424812	7.8703647195834066	9.052568050804153	0
AT1G04690	9.575539246834527	10.845490050944376	10.320800548881637	9.776433032444732	10.62296694479051	9.344295907915816	10.029287226968245	9.749869427396844	0
AT1G04710	8.370687406807217	8.238404739325079	9.60917873814198	7.651051691178927	9.643856189774723	8.471675214392045	7.451211111832329	7.257387842692652	0
AT1G04750	9.264442600226602	9.65642486327778	9.906890595608518	10.038918989292304	10.239598529249124	8.93663793900257	9.002815015607053	10.030667136246944	0
AT1G04780	8.686500527183219	9.756556322524087	9.623881490013458	10.436711542137212	9.994353436858859	8.820178962415188	9.152284842306582	10.746514321138463	0
AT1G04790	8.08214904135387	8.353146825498081	9.328674927327947	9.485829308701904	9.152284842306582	8.546894459887637	7.614709844115207	9.4241662888181	0
AT1G04810	9.350939181546432	9.477758266443887	10.597121428789569	10.90613899619538	10.172427508645482	9.519636252843213	8.879583249612784	11.297489501160982	0
AT1G04820	10.600842114387305	10.265615046484458	11.345959596404116	10.204571144249202	11.352043425795431	9.977279923499916	9.884170519108435	9.236014191900084	0
AT1G04830	7.832890014164741	8.060695931687555	8.854868383260236	9.52943055414615	8.810571634741146	7.918863237274595	7.5774288280357505	9.89178370321831	0
AT1G04850	9.649256177517314	10.199672344836364	10.800090987624994	11.080817527608328	10.690871009292314	9.684748620421626	9.403012023574997	11.188588845707347	0
AT1G04860	8.599912842187129	8.76487159073609	10.020979938904214	9.936637939002573	9.808964174919259	9.011227255423254	8.022367813028454	10.135709286104401	0
AT1G04910	8.455327220304559	8.90388184573618	9.350939181546432	9.461479447286157	9.707359132080883	8.51175265376738	8.366322214245816	9.543031820255237	0
AT1G04950	8.184875342908283	8.409390936137703	9.264442600226602	9.651051691178928	9.4757334309664	8.426264754702098	7.832890014164741	9.918863237274595	0
AT1G04960	8.011227255423254	8.94251450533924	9.278449458220482	9.095397022792556	9.413627929024171	8.51175265376738	8.434628227636725	9.134426320220928	0
AT1G04970	8.727920454563199	9.445014845868425	9.64745842645492	9.980139577639157	9.727920454563199	8.909893083770042	8.63662462054365	10.067434360756524	0
AT1G04985	8.357552004618084	8.948367231584678	9.68650052718322	10.075479149488014	9.78953364497036	8.744833837499545	8.396604781181859	10.18239435340453	0
AT1G05010	12.501837184902296	12.89178370321831	12.199672344836365	14.478580044778367	14.070959476927564	11.138271800172221	11.761966695382092	15.34993772961978	0
AT1G05030	8.43879185257826	8.357552004618084	9.025139562278508	9.113742166049187	9.375039431346924	8.224001674198105	7.839203788096943	9.14974711950468	0
AT1G05060	7.930737337562888	8.675957032941751	8.79766152585376	8.807354922057604	9.219168520462162	8.159871336778389	7.409390936137703	8.971543553950774	0
AT1G05070	7.4998458870832065	8.271463027904375	8.957102041562287	9.084808387804364	8.531381460516313	7.8703647195834066	7.7279204545632005	9.084808387804364	0
AT1G05120	8.224001674198105	8.467605550082997	9.030667136246944	9.211888294546004	9.174925682500678	8.233619676759702	7.658211482751795	9.473705749619416	0
AT1G05140	10.234817431117323	9.813781191217037	11.711236767793784	9.677719641641009	11.302638923787553	10.707359132080883	9.280770770130603	9.24555270625568	0
AT1G05150	8.396604781181859	8.515699838284043	9.78953364497036	9.280770770130603	9.296916206879287	8.727920454563199	7.906890595608518	8.930737337562887	0
AT1G05180	8.471675214392045	9.103287808412023	9.517669388133813	9.3151495622563	9.445014845868425	8.388017285345137	8.164906926675688	9.24555270625568	0
AT1G05190	11.804534402995223	11.036860446673048	13.419828539083175	12.58754314137182	12.946358033887046	12.267371931265275	10.795227966028678	12.423378576518493	0
AT1G05200	10.234817431117323	10.034798962577268	11.496853777388045	10.508785162064513	11.547858506058414	10.671541066711882	9.552669097514272	10.54496443278924	0
AT1G05230	8.294620748891628	8.247927513443585	9.207014320177533	8.422064766172811	9.398743691938193	8.243173983472952	7.546894459887638	8.361943773735241	0
AT1G05270	8.335390354693924	8.303780748177102	9.419960177847887	10.356451970221755	9.301496194982553	8.344295907915816	7.459431618637298	10.769837843629439	0
AT1G05320	8.451211111832329	8.43879185257826	9.481799431665753	7.515699838284043	9.177419537989236	8.219168520462162	7.483815777264255	7.614709844115207	0
AT1G05350	8.303780748177102	8.383704292474054	8.851749041416056	8.614709844115207	9.226412192788787	7.686500527183218	7.882643049361842	8.219168520462162	0
AT1G05380	8.968666793195208	9.214319120800766	9.930737337562887	10.50084187955693	10.087462841250339	8.92184093707449	8.696967526234287	10.733862719678543	0
AT1G05385	8.103287808412023	7.658211482751795	9.712527000439824	9.131856960608793	9.204571144249202	8.640244936222345	7.294620748891628	8.918863237274595	0
AT1G05430	7.754887502163467	8.527477006060396	9.124121311829187	8.668884984266247	8.939579214314692	8.312882955284357	8.108524456778168	8.430452551665532	0
AT1G05500	8.64745842645492	9.076815597050832	9.759888183221834	9.199672344836364	9.515699838284043	8.588714635582264	8.330916878114618	9.159871336778387	0
AT1G05520	9.082149041353867	9.204571144249202	9.851749041416056	9.753216749178957	10.00562454919388	9.03342300153745	8.271463027904375	9.813781191217037	0
AT1G05560	9.511752653767381	7.930737337562888	10.519636252843213	10.622051819456377	10.664447284547972	9.717676423066397	7.888743248898258	10.521600439723727	0
AT1G05570	10.861086905995398	11.491352073563435	11.33427328530719	10.619302955415687	11.688250309133176	10.394462694610317	10.111135670234708	10.838416075797337	0
AT1G05790	8.661778097771986	8.826548487290914	9.714245517666123	10.52552080909507	9.899356922923113	8.73470962022584	7.930737337562888	10.758223214726724	0
AT1G05805	8.994353436858859	9.473705749619416	9.436711542137212	11.279610581052484	10.162391328756906	8.507794640198696	8.741466986401146	11.191676146352425	0
AT1G05830	8.434628227636725	8.804131021183318	9.651051691178928	10.162391328756906	9.60177078840771	8.988684686772164	8.124121311829187	10.433585441150496	0
AT1G05840	8.741466986401146	9.481799431665753	9.744833837499543	11.159871336778384	9.675957032941751	8.717676423066393	8.754887502163468	11.667111542075029	0
AT1G05850	12.228217442293436	12.689779629377275	13.382083590141967	12.3297963382207	12.936269857602207	12.209757956581392	12.162076570374312	11.70433597118232	0
AT1G05890	9.473705749619416	9.605479518061667	10.755722153642283	12.026523442519764	10.706496018061188	9.977279923499916	8.839203788096944	12.329516067206535	0
AT1G05900	8.027905996569885	8.515699838284043	10.224001674198103	8.134426320220928	9.303780748177102	9.303780748177102	7.954196310386875	8.011227255423254	0
AT1G05910	8.562242424221072	8.968666793195208	9.73978060977326	8.491853096329674	9.677719641641009	8.73470962022584	8.189824558880018	8.0	0
AT1G05940	9.154818109052103	9.703903573444665	10.290018846932618	9.603626344986193	10.388017285345137	9.344295907915816	8.839203788096944	9.670656249118439	0
AT1G05960	10.107217075591382	9.744833837499543	10.951284714966972	10.813781191217036	11.100005224422722	10.036173612553485	9.038918989292304	10.836839359748716	0
AT1G06040	9.583082767502932	11.673309075561695	12.853894313247617	9.834471049984222	10.69522829149575	11.913637428049107	11.198445041452363	9.696967526234287	0
AT1G06060	7.426264754702097	7.94251450533924	8.710806433699354	8.651051691178928	8.573647187493322	7.820178962415187	7.442943495848727	8.51175265376738	0
AT1G06070	7.294620748891628	7.475733430966398	8.366322214245816	8.103287808412023	8.280770770130601	7.686500527183218	7.247927513443584	8.179909090014933	0
AT1G06110	8.668884984266247	8.820178962415188	9.885696373339394	10.46454575033394	9.507794640198696	9.09275714091985	8.422064766172811	10.607330313749609	0
AT1G06130	8.851749041416056	9.346513733165636	9.847057346091336	9.4241662888181	9.79766152585376	8.72451385311995	8.51175265376738	9.605479518061667	0
AT1G06150	8.467605550082997	7.918863237274595	9.693486957499324	9.807354922057604	9.487840033823053	8.727920454563199	7.266786540694902	10.029287226968245	0
AT1G06190	9.189824558880018	9.361943773735241	10.570804437724496	10.310612781659527	10.277287400130355	9.43879185257826	8.977279923499916	10.18239435340453	0
AT1G06200	8.483815777264255	9.111135670234708	9.29920801838728	10.24436383512051	9.390168956200183	8.409390936137703	8.467605550082997	10.634811050171717	0
AT1G06210	7.857980995127572	8.584962500721156	9.095397022792556	8.483815777264255	9.025139562278508	8.060695931687555	8.076815597050832	8.214319120800766	0
AT1G06220	9.303780748177102	9.451211111832327	10.662668375517539	10.35974956032233	10.213104219641906	9.39231742277876	8.661778097771986	10.405141463136344	0
AT1G06230	9.29920801838728	9.517669388133813	10.553629293916364	10.866506212226202	10.257387842692651	9.603626344986193	8.787902559391433	10.79685079526716	0
AT1G06290	9.436711542137212	10.188588845707347	10.348728154231075	10.215532999745657	10.31741261376487	9.224001674198103	9.4241662888181	9.810571634741146	0
AT1G06390	9.204571144249202	8.829722735086056	10.782179193831208	10.918863237274596	10.108524456778168	9.672425341971497	8.224001674198105	11.074810461160453	0
AT1G06400	8.654636028527968	9.436711542137212	10.040289721025717	11.11764310138909	9.868822554774999	9.199672344836364	8.807354922057604	11.17617314910749	0
AT1G06410	10.159871336778387	10.937373820192153	11.615629636968098	11.413098984915266	11.251482410620213	10.63026712502677	10.230020435705637	10.970105890612183	0
AT1G06430	10.879583249612784	12.422853195944269	12.85856386297237	11.62662165235837	11.952013164889484	11.94104760634058	11.684748620421624	11.700873155140266	0
AT1G06460	10.886458695703707	11.361395533165894	11.761551232444479	10.934428040626807	12.051548838440402	10.760719947465622	10.856425528625527	11.463013413449692	0
AT1G06470	8.071462362556622	7.977279923499918	8.625708843064466	7.888743248898258	9.005624549193879	7.6438561897747235	7.357552004618085	7.5774288280357505	0
AT1G06510	7.924812503605782	8.361943773735241	9.216745858195306	8.879583249612784	9.044394119358452	8.049848549450562	7.60733031374961	8.900866807980748	0
AT1G06530	8.668884984266247	8.794415866350105	9.987264012072536	10.560332834212444	9.885696373339394	8.81698362325538	8.118941072723509	10.720244258287568	0
AT1G06550	8.479780264029099	8.303780748177102	9.294620748891626	8.348728154231077	9.537218400538595	8.321928094887364	7.2384047393250786	7.774787059601174	0
AT1G06570	8.124121311829187	9.992938336165814	11.017504401109417	13.485451985555803	9.537218400538595	10.487840033823053	9.4797802640291	14.248075809176962	0
AT1G06630	7.599912842187128	7.857980995127572	8.447083226209653	9.658211482751797	8.668884984266247	7.357552004618085	7.330916878114617	9.857980995127571	0
AT1G06640	9.719388820942084	10.274960472140602	10.090112419664287	9.823367240046236	11.11764310138909	9.250298417906333	9.78135971352466	10.355351096424812	0
AT1G06645	8.787902559391433	8.139551352398794	9.69522829149575	9.584962500721156	10.048486873992335	8.927777962082342	7.761551232444479	9.233619676759703	0
