Genes	Bc12	Ch40.2	Ch22.2	Ch22.1	Ch22	Ch22.3	Bc12.1	Bc24.1	Bc18.1	Ch40.3	Ch40.1	Bc18	Bc24	Ch40
AT1G07890	9.128909057892429	10.861672730009305	10.140138589975772	10.245666794425434	10.236593005988366	10.094043015745145	9.289737747331113	10.205955196010807	8.317069229563192	10.853901341274634	10.528576674181222	8.740746630232417	10.013522058673495	10.546395108816325
AT1G07930	7.49733103450963	8.077177688508518	8.528715121249778	8.508299868555515	8.541749636143965	8.531323193140237	7.597771451751252	8.720206539077855	8.367936763593608	8.070019034145794	8.314343621068158	8.637045099628853	8.848719173949327	8.336030252738212
AT1G08380	10.508389851539816	6.601585987524076	8.833364049818288	9.010139458497033	8.991376999384764	8.882245884254834	10.681702924734468	8.931053706694964	10.83329979079462	6.617025073960689	8.016344778274354	10.466869985544607	9.218928832555557	7.926034730661988
AT1G08830	5.73824289744071	10.45390007189104	10.540554209303378	10.382504571401446	10.356983720199993	10.536784919194515	5.604130749263167	9.443617488700937	5.917049763289523	10.431407143541957	10.419148327497911	5.858593506938557	9.33519824751026	10.44777989555745
AT1G09070	7.232522103334178	10.467287375235617	9.412658659344633	9.409902885732961	9.403818953790958	9.404751196709405	7.066077093038278	8.763436500168305	7.994511035014457	10.46290856536862	10.238619740985378	8.01104341718236	8.610388068453611	10.248016837249155
AT1G09310	11.777018381903188	7.91161510680314	11.581357399956122	10.927001311825665	10.898406867603695	11.544649639385332	11.735266341956272	8.804386792486529	10.047469432716097	7.897989453524103	9.840426041911595	9.68289283571116	9.18276002349115	9.837271853343545
AT1G09340	10.029737020080221	3.324691124947768	5.096046932628398	4.286446034250734	4.315666521898593	5.117611167650573	10.045600130852195	6.587507992551856	8.913076753530033	3.47997906087239	3.938537630157629	8.135173348540038	6.7616272060158815	4.135087467305536
AT1G09560	5.857410376103324	10.685636197030346	8.941253610107944	9.396919682223931	9.378156204557332	8.98907689670069	5.813575515032301	10.339659310441883	7.52835167900649	10.696252291346664	10.388424276632591	7.698183168029121	10.216500392872586	10.391479420444462
AT1G10140	3.934303876317937	8.872273471194626	6.0604739681572966	6.765469695108062	6.772012666398115	6.1236437485897	2.9148052643954463	8.83426900582634	6.522418725812147	8.929541009777221	8.232106267045195	6.480957049428941	8.492393550725255	8.081087462077106
AT1G11860	10.65516844238891	4.111449868663669	6.369741239165945	5.5600719959492935	5.64710946569051	6.402522348100966	10.713044559741672	7.974403934161269	9.69985717024519	3.934618592420562	4.927759284986713	9.022736228013187	8.211765546589728	5.009177902833751
AT1G11910	8.432484729832673	9.745865303682677	9.429290342145675	9.727254843111796	9.731646405311684	9.438849361976906	8.471685515632526	9.055584350150648	8.735759955138482	9.748005357243343	9.644575709890493	9.08599897486685	9.001440753245468	9.670812470733882
AT1G12900	10.346430044532628	4.066607417914322	6.33677403959118	5.554053266332364	5.646473715040976	6.329257257611526	10.462298046290051	7.359674293504403	10.174629002942007	4.039211071204519	5.036210774611669	9.413695999810018	7.6213301029569696	5.097952557343645
AT1G13245	7.0621370675621025	9.373117979632452	8.889735335029858	9.109193182557622	9.082420949314278	8.98280092840453	6.735147110610725	8.513130890177917	8.943754157856588	9.377094037136949	9.13414603310697	8.827623490505983	8.556441565238565	9.08629029732894
AT1G13520	0.37648481875623313	9.845881014760975	5.028413136320299	6.176144756773983	6.113597026048595	5.091521752091504	0.1115522007169379	6.851370130484469	2.5196177743783985	9.82883909721342	9.114451681652268	2.4882071727554944	6.465415172094633	9.086052035652308
AT1G13930	10.317494611641644	7.470904230349925	9.212091240688064	9.08736735234428	9.006814987658744	9.20108824323799	10.417451510390297	8.470964516933142	7.573566556162169	7.453718793508069	8.13495961763921	7.184866571809411	8.140193671108062	8.0940546810356
AT1G14540	0.26139600269646696	9.326936043034793	4.478196434685915	5.967671427059013	5.958439910748362	4.537294828070486	0.2149485038382708	6.008886467840058	1.104836524717699	9.377605161647654	8.647205568821825	1.1055829106820545	5.532006325944669	8.632380325630516
AT1G14870	1.8722443683323622	10.240110225845823	8.601175892360754	8.84403501332826	8.839265216688487	8.574889196409524	1.4037394477703264	8.441114144617476	6.04633140835582	10.215466125908526	9.938804580942882	5.339291118821682	8.220771188322017	9.932220069684025
AT1G14880	8.11989539459595	7.665877956259841	7.113004599011304	7.307000253664379	7.390431296173103	7.076948356093927	8.168694065169518	10.095207870918282	8.627557650401677	7.539886283152894	9.177936349251874	8.807941441510511	10.036394510875702	9.123861862435984
AT1G15125	5.2287727152653805	8.814061807820579	9.610902751363184	10.204151230378965	10.189803327762402	9.676106873055922	3.2783888772418854	10.06172102314293	9.975491452604071	8.853827503531228	9.294336060836383	10.750655366594126	10.261304751451725	9.322120364989884
AT1G15520	0.8929783350279962	10.871828155239877	7.192838259217879	7.183036813422054	7.174541840179786	7.169054222185618	0.8044535971448854	9.667773223507025	7.325371828917286	10.871023974433866	10.361153530661813	6.84179556801537	9.281295093134446	10.344867152343898
AT1G15625	0.2490743620025132	5.68318842649962	0.7870891063851192	1.8571886069124843	2.2837813613540217	1.5660370667971948	1.0474851213311582	3.010953639648941	1.1459973445474694	5.701374410165895	5.102780932114444	1.7517291216285455	2.3377312940220993	4.878674113153173
AT1G15820	8.460713522430842	6.331706210019457	8.415017798692636	8.53873024918972	8.467441206499718	8.357147829662715	8.823303057613767	8.86121817491237	10.884810748107785	6.2490448085527515	7.616953719971627	10.585060160532121	9.316942269094778	7.707740789235017
AT1G17170	2.024513190000324	5.436511217736337	4.276434651773212	3.2012012105192404	3.219366223009423	4.278310100372652	1.408495493584025	7.429164114457815	5.93388625113044	5.419938238564075	4.9841083946295495	5.092388448669909	7.081045926956208	4.939330032402613
AT1G18300	2.767392721409375	8.03530826692537	6.346472833870393	5.573251550425885	5.800367557570376	6.381525896397638	2.3576336106174254	5.391587958552188	3.2861096359486677	8.075531570546188	7.172968268891717	3.06935705545263	5.159335948654869	7.289001162754314
AT1G19020	4.514998209775525	12.055137516951216	9.349683331169377	9.591904410632855	9.66662314891931	9.439546602068098	4.406688532212173	9.11819287435518	8.075406668512581	12.021625662397986	11.431671130221648	7.5711421832084	8.73698929388713	11.428653659379071
AT1G19180	5.00614111609282	9.952429947527241	7.350610275246162	7.147354545022875	7.134389498001185	7.319089848387919	4.099341905670715	8.70378740496617	6.802143961509701	9.956728460549474	9.162483213609605	6.300665704386655	8.253097081754214	9.126817677256689
AT1G19570	9.539978240970623	6.790822316196146	8.861037580375589	8.655943728349401	8.633649432518192	8.87170130057152	9.396314951777367	10.0160301455802	7.076184125041813	6.755130524437832	7.663546217773586	7.21249149175632	9.811542565541489	7.710004015941188
AT1G19670	8.561823387969826	7.059152045470661	7.41831328955371	6.454920435935237	6.492498386133871	7.496226278452254	7.507116758252166	9.393446136719978	8.896117717751528	7.150728728835029	7.292068859233899	8.913619005102621	9.077983368374866	7.34432204819671
AT1G20020	10.189824985891686	3.3887456870795947	5.704790077323067	5.156839032652979	5.217416098435118	5.647590122014255	10.195198073905171	7.040598711257342	8.797241753629894	3.2631440749250817	4.682109149495853	8.004086646097855	7.222126769125254	4.638492780585342
AT1G20340	12.655783542277748	8.054449643034182	9.833459816569937	9.64922358033621	9.647951313835563	9.849407756274228	12.765057891014177	10.955618661344868	12.653737434959197	7.910983608686935	8.85865214522416	12.094615927932985	11.097351986181344	8.895704551848512
AT1G20450	8.47004950967768	9.374107687783923	9.942189950596765	9.431039778412107	9.436897160213542	9.902531496472088	8.388384217663235	6.639918720972794	6.242866168188976	9.37122808705424	9.394412517442024	6.329461463233135	6.6906649252412365	9.445934881173185
AT1G20620	8.806648963672941	11.710706388738688	12.642796645983882	13.058168129307415	13.059655801639654	12.637807697014745	8.644479249301156	11.81449645289895	9.767921289685717	11.69252012264668	12.136509967054103	11.013870005484925	11.87275555935845	12.140476275070869
AT1G21130	7.878660760618153	9.919985618037254	10.189411626393108	10.440206271898257	10.45684734570665	10.199679844711095	7.813301630075343	9.424662773865814	9.068144795730456	9.941258315053386	9.970943416294647	8.964925043709	9.416778323794858	9.938388786651876
AT1G21310	3.1132137848931314	9.462452349660477	8.99136635641342	9.410128814797108	9.408924730254633	8.962494207770744	3.72359665639538	12.366613327471171	6.980099857729225	9.394218205481751	9.954485690185571	6.584024947600991	12.20497692779502	9.956932024183429
AT1G22400	1.66374293624422	8.18920013513522	4.082300441682182	4.953969689651227	4.843077043334197	4.132416300569415	2.1850773091652878	7.4135820455450965	5.585308238039028	8.21068007014182	7.698780126658634	4.980825372427418	7.027610953726229	7.664006344107082
AT1G22410	4.851388328353654	8.000614827013756	7.057092526092641	7.179295485840915	7.123150737481107	7.027861954506774	4.773604357873817	8.54041215041431	5.459807153683543	7.968431795616613	7.719648753685695	5.279717876417052	8.278758362347537	7.7720909578192305
AT1G23130	12.069678269401269	11.038020989453807	10.55989241591478	11.295623352077259	11.293588964565618	10.556800547691557	12.012532019856101	9.151577055867572	12.32088011244264	11.059286038500218	10.355272833055682	12.162718501302725	9.32518020753941	10.343517442215054
AT1G23310	11.46266852108629	7.964946511288815	8.794547294124104	8.382210881992574	8.431838819991992	8.763620121191222	11.612609924392213	9.936551512216598	11.689520385404649	7.9606289970212005	8.33730656050192	11.28480595668846	10.169690189175308	8.34847802285836
AT1G25220	4.343130308722025	8.53331322876871	7.55573385585503	7.801023442837324	7.720123454898047	7.535859395086308	4.053726380907822	8.418226293042647	7.055932369865545	8.516695002639489	7.969404528752461	6.964373954922852	8.021663957634033	7.97520129421147
AT1G25275	8.553528549045465	10.20449906887644	10.127434602580516	10.273619824236112	10.23657104966879	10.071847195205386	8.322566886280507	8.790789587803502	7.9829188470347106	10.182945165205734	10.206988164804324	8.311009845829295	8.701389185442306	10.27742818033423
AT1G26380	0.42005768779651664	11.048715687780705	8.742053329123634	9.441563181835498	9.446958945050156	8.75943583487015	0.8088022910172811	8.41427400487696	7.743565414521132	11.063750721067905	10.381425675888654	7.127475246038886	8.18722953361268	10.349482118335017
AT1G26390	0.4234851795907343	11.552210683563397	6.906797254999203	7.925917997490509	7.9378521943392935	6.9990370602508625	0.27137196517300155	8.89073826398825	5.50333820724986	11.576939245923956	11.058153882514937	4.086743077299111	8.728554127434553	11.046137260248168
AT1G27730	4.766606526816908	9.932221177705532	8.278471942525552	7.961959339457126	7.9513724079731505	8.315326286522167	4.119984701199014	8.281335861026443	7.579365095828287	9.965052904593131	9.288390501462063	7.481961586423971	7.916852947975797	9.28686823625506
AT1G28190	4.461614198298498	8.853398446940028	7.114687763399727	7.289088405440793	7.323119135967849	7.117851836123193	4.422370578603249	8.091363564377776	7.152634543045439	8.90519167306305	8.398279780321852	7.129455672539027	7.619602809384299	8.293614497259952
AT1G29910	5.796596204170275	2.8182223780154305	5.9377377028424805	6.773683139762394	6.894600029891238	6.0409718501710294	6.426547087790182	5.9487261870733645	9.826865138747165	2.771589625842861	6.1693245514332045	10.347273168783053	6.794091841147854	6.3261718857534275
AT1G29920	5.011819758528013	5.9432012811491175	7.013291732118365	7.326642555158631	7.173495815889748	6.947590835407119	5.813009898753988	4.5913437986119225	11.970667522947807	5.889619324747593	7.265293484606785	12.151197327042878	4.719454897486312	7.138903367390567
AT1G29930	11.510570102491203	8.190758488156888	11.910566022154283	11.984176226417487	11.98544978584063	11.888843629839657	11.952338555330916	13.185802417275733	12.759835078234387	8.231860365539502	10.392669826042132	12.246166772398	13.643903918490583	10.347431129589527
AT1G30250	10.523114329233684	2.7189890691034853	1.9265072861495613	1.6188972777335722	0.7657750648962893	2.1854612490480427	10.852092879993908	3.3172141142989595	4.04038245966689	1.921495842418201	3.4243036688827373	5.74780816047908	3.1990712310754295	2.245017445451199
AT1G30380	10.269208132405685	5.961127982990648	8.279795147877268	8.09927227144451	8.07828236792731	8.355441546072436	10.411832177261171	8.838216217024053	10.526691209723616	6.140080304262636	7.185086020674945	10.025091629300777	9.0040049567834	7.21278796406239
AT1G30700	0.29228212645705465	9.993931040249837	4.47465973279783	5.8155639985810685	5.727237151516089	4.334987853265522	0.44708518967011457	8.182144948462417	2.7617652777372297	9.970624490616544	9.278988495777618	2.436490923317643	7.847237111919053	9.26861128206716
AT1G31330	10.683634673108022	7.017142675232903	9.321008018346618	9.395201924577382	9.366741586641018	9.344883624261717	10.893712340372057	10.271496504516149	11.464819459706943	7.056226137583268	8.298880383118158	11.27593217153023	10.620923330276472	8.28071372071182
AT1G31580	13.170651227807054	10.061022260019072	11.05400159586297	10.516763593989237	10.522281743328762	11.091469359608336	13.401663805842611	12.924482996655657	12.389098390145428	10.037823642504884	11.167731348526637	12.55829807659822	13.001255585960894	11.187846520052158
AT1G32060	11.381570983528903	4.491103867474152	7.179899933472562	6.464306484312571	6.4284391042562845	7.1769025537377305	11.452913852569669	8.717928871006778	11.031854778454417	4.430288420273392	5.8933504013261455	10.609682889364207	9.030821030983327	5.726582551536942
AT1G32350	0.6884584552474198	9.659077248842967	5.842563891251776	6.273411251466477	6.293515234925925	5.887566751466535	0.8007149596417206	8.91193124533042	5.63464501791689	9.697668331553036	9.038531222023517	4.9191980755298	8.471903946842312	9.038543728458531
AT1G32460	7.723673587826586	9.363794242446128	8.359817909706502	8.599869523516777	8.566492794264187	8.166461185963096	7.208654476862357	7.911537010062138	8.366924674345512	9.281852476565476	9.119980653139764	8.374466271942316	7.8767392026551875	9.204238772789314
AT1G32470	10.373134293038621	2.2081889150791163	5.122348618554876	4.462253211284984	4.437033934951083	5.083472040812903	10.419748687862525	6.617991872265294	9.31436750920678	2.134187095046154	3.605114296551225	8.495497888180003	6.886574663657073	3.1705552167933417
AT1G32920	4.9719605057614595	10.674355722623194	8.094045740707404	7.499096902827478	7.641328948807696	8.132527004530594	5.565853439816014	8.24789411793484	6.66351768564631	10.672987548984313	10.15417465918334	5.730136700647274	7.771936346633256	10.157623460121137
AT1G33590	6.954534157531531	7.957697265486634	8.506852554011113	8.00342405850651	8.055883812931844	8.493458313162826	6.99316362643872	9.637551010952926	7.047957680028453	7.960251300154944	7.955235808193763	6.979481579588092	9.446416590514346	7.962809333591899
AT1G35230	2.8917380287662673	9.672396281725856	9.234175387338103	9.091259372082751	9.038498139991567	9.224003999121058	3.6417047134446148	7.699375605036173	4.850343657052552	9.681802985858166	9.90797076250085	4.087943882639535	7.700072618916147	9.911315375172665
AT1G37130	9.689000847323745	7.70447048620728	6.849999933814222	5.880972123090882	5.956755733493476	6.848832510263386	10.233962863353456	10.476250770714573	11.120696487186912	7.699292273192029	7.504413876852096	10.719199752445558	10.653410889347516	7.52901217656139
AT1G42970	11.549233289427878	4.30179085827074	6.761255300270736	5.711969129831547	5.689420252645977	6.684827330305917	11.675079368538091	8.199176729623538	10.942813860568995	4.577724122607739	5.495636255081535	10.211381845071474	8.389864443910385	5.479406230532622
AT1G44575	11.030313937602024	4.009251471081194	5.939418081403615	4.948567306405205	4.962635199483476	5.899716456250937	10.986866675350857	6.921653630703565	10.139482708390576	4.0073601041035	4.520614326251378	9.370033392405388	7.13259392155093	4.622158501647684
AT1G45145	6.367168269494627	10.107208528993493	7.86843157886113	7.986461056797632	8.040815599355197	7.855814810580417	6.312220073928396	8.242052139338224	6.358031984384018	10.104277634914764	9.803996583988756	6.5721785364007985	7.97358890793083	9.79518160125463
AT1G47128	9.455678678161792	9.879450204222884	8.724823602223864	9.048329353214564	9.077728780838997	8.739454185576122	9.466315003387926	9.53790291947292	9.460405649632422	9.893612499340062	9.684128906142126	9.681182474833578	9.306987969212765	9.68841738267621
AT1G48300	9.611953992779894	7.293487524661711	8.75679853545891	8.460174066876986	8.498383770067267	8.76155842654836	9.401888008296877	8.699565189123998	9.826665372653713	7.197170900333491	8.177560136035122	9.479738862465577	8.779816088849445	8.186301748003006
AT1G51200	9.7645877678666	9.208654731123346	9.44611340878467	9.495138486406404	9.491574210329903	9.400329933862404	9.636889820199482	9.288915021731299	10.110395980056813	9.165466034788047	9.26040180189839	10.20799818764174	9.512373291619358	9.215372860936439
AT1G52230	9.941329183973906	5.659239656651163	7.632022826500694	7.739529747067433	7.765525683033604	7.6944081806371285	10.062009739198338	8.711416012058972	10.842806461957458	5.855519467374063	6.757726587695263	10.649596517143468	8.829509304849521	6.866561912188065
AT1G52400	8.51103763119314	2.382351814139922	6.397828937003099	5.09127208698166	5.215751691856491	6.348479720539447	7.195289503922462	10.43212713702523	3.7988670687956265	2.2095566480827253	4.427471604595319	4.059456932943844	10.602394693998447	4.462847566991259
AT1G53625	1.5911360045751755	10.586435891359846	6.757735722476929	7.172647129517676	7.100844494694641	6.6602802430062145	2.221290805933472	6.623296329723545	2.628217121484165	10.54399519227305	10.282528533727158	1.5584441068804207	6.1935800117590505	10.30559321800827
AT1G54410	11.714330150582034	10.832355605844542	12.139948082317852	12.092389612127082	12.060564190082136	12.159574582931944	11.803550795846578	11.37263828673736	10.847523328705638	10.766919041357928	11.359354446612002	10.577113134270121	11.455975086075325	11.389204914513698
AT1G55020	3.061218326971083	7.452244945795205	2.489125677913148	3.0355994674610063	3.1414006976903748	2.633433520780679	3.135551449817882	6.7926756808531294	2.9637949450696257	7.38106958008456	6.465272568759769	3.800306309417215	6.582177431017224	6.515373318017515
AT1G55920	5.376597779810473	8.752800620140759	7.195703940185405	7.840107812330096	7.799553085285809	7.136457747209138	5.433390822314061	7.860271405466011	7.174400163615288	8.670475717791888	7.984013267223867	6.968380506273168	7.322828238678978	7.909858814785036
AT1G56060	0.7522994327872832	9.257776701834445	5.747127233010173	5.629448496975099	5.5848599410367195	5.70577812946417	1.8037561636636792	5.592300286692765	4.579575503746655	9.268091590807531	8.95437724357006	3.359139766775234	5.079185858200299	8.922485780336954
AT1G57630	2.6998990868115484	8.668463396979181	6.8358171916379815	6.8859121310125575	6.965488954453567	6.973012317578315	2.8360179141474346	6.682371353153097	6.144925098527811	8.68649777213614	8.42827227854957	5.426249349909949	6.319524538360729	8.504375417777846
AT1G57990	3.6666216596763026	9.846590970949753	7.542137681886756	7.698103095596766	7.705071747660539	7.56703305885037	3.4503095763509624	7.565692788877414	6.8557336035472245	9.840158345376034	9.269507137450056	6.701848516323981	7.24635295495036	9.274658400580252
AT1G59870	8.14136910975152	11.22930968965965	10.686636294549528	10.666795941267157	10.66394698188729	10.716149411312173	8.137854086159244	9.92579683841565	9.11307733835609	11.222228023686455	10.966807616299512	9.21057502310722	9.912017069844534	10.964012607002472
AT1G60950	12.384754625408084	8.27123286967116	9.708455140996104	9.428548683366042	9.439999476749112	9.779878078219967	12.542538654837305	10.207108510561838	12.10663575341944	8.175456543485346	8.62039249253862	11.89532400814097	10.491614892971109	8.620400105154756
AT1G61520	9.97186045491523	7.755421526574701	9.655562899279603	10.017772481078074	10.016622101194406	9.652429942721145	10.17599857376747	9.335354220542776	11.75070062141865	7.724048318718195	8.845727386681286	11.646041324842681	9.652425817294	8.846547695540355
AT1G62380	6.0372292547082465	9.83296354169937	7.0869095552018475	7.74811333216508	7.718828701190107	7.006319108369708	5.651283032844449	9.465982480049783	8.899309573155486	9.821856886465607	9.247605491331193	9.554076481724048	9.258372199205711	9.248640685344368
AT1G64360	9.500997465896322	6.0809307696465815	6.814091432781742	6.475122508526944	6.706057662697605	6.743795113124552	9.801015540950404	5.534494631469356	9.607282448269496	5.776575153519004	6.061139638978766	9.968847289124964	6.004177001083168	5.746991110080972
AT1G64370	10.94227688130324	7.041754526971486	8.591755255536457	8.962462419562394	8.900874059877856	8.638624228458621	10.822948481668636	8.386477254304516	10.34932926226614	7.152202906528649	7.436572269577126	10.440534391331349	8.654293756939667	7.559651228073318
AT1G64633	5.5326118677511085	6.868765057874515	8.188038914979531	8.167638530544274	8.18793363297492	6.89260436239469	5.233851503898528	10.356402065275176	0.0	7.8605715982810915	6.9693984232008495	5.484479935734145	9.839997225831452	5.979364863288784
AT1G64720	10.145674433948143	7.392901676651597	8.893173296386795	8.964018984271188	8.942527889905422	8.925787205360905	10.349768870995723	9.323635495851788	10.722951187157225	7.441507103899178	8.213347038934412	10.316536892724557	9.615387610318846	8.243323123339609
AT1G65690	2.1912311249668397	9.749009468284072	8.116283534762674	8.450290011524794	8.407164863236364	8.130412010257524	2.49403700108908	6.9754716908945475	4.201156985784557	9.730909954602101	9.230647060279129	4.715915199724962	6.618628702107313	9.228412232406114
AT1G65845	4.5040317401660905	9.761718555330825	9.765860373790472	9.750529778544962	9.805567428125217	9.746126928148454	4.941443966163366	7.717841525657856	6.62547846689412	9.686802034274855	9.74013091477361	5.888290394543055	7.7464018835511474	9.67734151700579
AT1G65970	0.25491978426149875	8.333832720457016	4.256110883133303	5.48466700141688	5.696208996606398	4.417008307685725	0.9545101552839133	8.429587592505747	6.037613569660554	8.290328853587491	7.1907274468872755	5.363149177000834	8.060931024870893	7.154752735131515
AT1G66580	6.4322724781086915	9.763981260655713	7.925900241836814	7.792006219628334	7.864031734064775	7.888559682354449	6.403755814227256	8.766665091659254	7.743127893728478	9.79391441000721	9.395153440189343	7.721629614235078	8.502155289961978	9.40590214677773
AT1G66700	1.2838274294053162	8.808747720637106	7.7274544317472165	7.563214381760159	7.5147372499793	7.693579333995825	0.7775114548957756	8.4481722815533	7.550150883024951	8.781071405693993	8.349052621493637	7.565958060367478	7.848283372442108	8.313626888292216
AT1G67090	14.379583343104345	8.253682057305527	10.988257943584536	10.443356842688226	10.496908128433043	10.985245677097781	14.512647933426202	12.578388863892958	14.187774121462986	8.297000628175788	9.812410760185323	13.529746658613368	12.811483626132668	9.785122693423165
AT1G67740	10.895623976401883	7.008566423391111	8.348301465945282	8.150894949432468	8.21045816012476	8.29813951629153	10.855788381266812	9.9892121792836	11.057282646282472	7.0469906151572115	7.560553438576622	11.041802259796535	10.186743859178666	7.50814821120152
AT1G67865	11.578672027103966	9.788736860248669	9.430703261562838	10.247684767775153	10.273392410068357	9.504835243594618	11.494462074609471	9.890254392013379	11.481135219396489	9.756568723937267	9.343311857385055	11.011614224246953	10.089349563699672	9.453597789093937
AT1G67980	0.2920636318964291	8.857990201682744	3.5782087579073885	4.651625546986558	4.543389120936632	3.2862977175269474	0.24060932303103055	7.652772272116526	3.9217057084175786	8.853297916202562	7.713911896921253	3.470436270899953	7.357562581291969	7.753080493350956
AT1G68010	10.049664596568569	4.186419120171004	6.270049995038927	5.653798801177802	5.754891704878217	6.305947301403543	10.049642732624836	7.220220593138582	9.488694422129544	4.129667323306596	4.9672697891587445	8.997567836165763	7.4651089358369465	4.965793849567377
AT1G68450	0.0	6.1275579099121815	0.0	1.3209287523613462	0.4645555599761936	0.0	0.0	4.799755788271037	0.817336109517062	6.045241041840686	5.660007652747996	0.36298306986521195	4.449322920586681	5.082011257171676
AT1G68530	9.4324872440364	7.87493023478269	10.263849005676208	9.636051544784793	9.62200205931589	10.297810943535824	9.384620561550832	7.718848949926943	8.531705067650774	7.879823144996676	9.144263122043295	8.702097323560142	8.081125134266209	9.10003736059223
AT1G68620	1.9842546728968493	9.81285907539924	7.297120443249573	7.445319488258473	7.363496770580184	7.331991949758235	2.1629572824447214	8.692272411473734	6.0149740793746584	9.86496734851637	9.381183023638629	5.635352857670357	8.306766872016484	9.351046980786723
AT1G69920	0.0	6.9058269194110995	2.267283379447603	2.1074095623846256	2.3982255074625	2.3714580127037443	0.0	5.851257305819797	3.1875441865925622	6.943524247005739	5.379279203206199	3.001422566219236	5.120832534868072	5.664069855036228
AT1G69930	0.0	7.167085612258229	3.642907811205089	3.856781178934842	3.8935652371366456	3.504896360132424	0.1569802853065707	6.855744832145394	3.604164175357382	7.07665118164036	6.346277523285915	2.8441838772562757	6.278767187777218	6.361961764143554
AT1G70760	9.739060164038248	2.2381035540854795	4.122055145089139	3.5888893541550964	3.6294783795645054	4.155593870876815	9.788324799165043	5.564659172148311	8.550588714051969	1.7711129520574098	2.6288366650883352	7.679902070425643	5.832914842300576	3.196628370992507
AT1G72610	11.667824180450365	4.140132940664123	7.881028497792608	6.870224046011968	7.056354587768404	7.91037998064529	11.768457787551686	9.772303078487939	10.675003006472199	4.2047133200105336	5.939517206090345	9.852001753983439	10.082832300013333	5.923967258851109
AT1G73010	0.9052092962943648	4.381927675265066	1.318257249092178	0.45222709585284293	0.5828891808457202	1.5321399382880743	1.2224733447823863	2.818920251556823	0.4589557889836052	4.096349180754401	3.929931682610281	0.2478721307553977	2.9335808633557034	4.192546398534861
AT1G73260	0.27461762455096916	11.356616078947285	5.546854395391952	7.883084000841293	7.858904595515221	5.707979162873007	0.747045935494197	10.454893223931562	5.162721349047212	11.360784580722195	10.674747934920726	6.716412473723673	10.024405078367879	10.673478115137094
AT1G73885	9.834227187541368	5.677723235153971	6.98269038393229	6.800647371168975	6.864918569828335	6.9490464495304565	9.89175717291702	6.846098355692254	9.361968820868286	5.819103889888352	6.121634997736015	9.127199326118923	7.134976815833749	6.110958699481967
AT1G74100	6.887914721470235	7.930856166967943	8.598013797485283	8.68815828966991	8.708474693855718	8.606968632786575	6.480295865107723	8.537642877916918	7.392332326535709	8.015129762248188	8.20415701367468	7.420424297777437	8.397380842151136	8.211579134285943
AT1G74470	9.298641426037813	5.574704871625576	8.256906565741373	7.931623441413385	7.880218002941805	8.211899911617728	9.490989414368103	8.478322678269326	9.878923289018195	5.549498598695188	6.871675511360327	9.42411773387294	8.831890334244434	6.80397887108673
