,Mod_Inf,Mod_Lng_Inf,Mod_Ctl,Mod_Lng_Ctl,Genes_diff,Perc_diff
70,mod_merged_bisque4,115,mod_merged_brown3,39,115,100
71,mod_merged_bisque4,115,mod_merged_navajowhite1,87,115,100
72,mod_merged_bisque4,115,mod_merged_mediumpurple3,109,115,100
73,mod_merged_bisque4,115,mod_merged_firebrick2,210,113,98.26086956521739
74,mod_merged_bisque4,115,mod_merged_deepskyblue,834,114,99.1304347826087
75,mod_merged_bisque4,115,mod_merged_lightblue,635,109,94.78260869565217
76,mod_merged_bisque4,115,mod_merged_tan1,33,115,100
77,mod_merged_bisque4,115,mod_merged_antiquewhite3,764,112,97.3913043478261
78,mod_merged_bisque4,115,mod_merged_coral3,2024,85,73.91304347826087
79,mod_merged_bisque4,115,mod_merged_darkolivegreen2,1175,108,93.91304347826087
80,mod_merged_bisque4,115,mod_merged_magenta2,204,113,98.26086956521739
81,mod_merged_bisque4,115,mod_merged_antiquewhite,577,114,99.1304347826087
82,mod_merged_bisque4,115,mod_merged_orange1,95,115,100
83,mod_merged_bisque4,115,mod_merged_coral1,141,115,100
84,mod_merged_bisque4,115,mod_merged_darkolivegreen4,1792,108,93.91304347826087
85,mod_merged_bisque4,115,mod_merged_mediumpurple1,273,115,100
86,mod_merged_bisque4,115,mod_merged_navajowhite3,492,113,98.26086956521739
87,mod_merged_bisque4,115,mod_merged_lightblue1,195,114,99.1304347826087
88,mod_merged_bisque4,115,mod_merged_thistle1,273,113,98.26086956521739
89,mod_merged_bisque4,115,mod_merged_blue3,79,115,100
90,mod_merged_bisque4,115,mod_merged_honeydew1,1047,96,83.47826086956522
91,mod_merged_bisque4,115,mod_merged_mistyrose3,33,115,100
92,mod_merged_bisque4,115,mod_merged_firebrick3,1215,113,98.26086956521739
93,mod_merged_blue2,416,mod_merged_brown3,39,415,99.75961538461539
94,mod_merged_blue2,416,mod_merged_navajowhite1,87,416,100
95,mod_merged_blue2,416,mod_merged_mediumpurple3,109,416,100
96,mod_merged_blue2,416,mod_merged_firebrick2,210,411,98.79807692307692
97,mod_merged_blue2,416,mod_merged_deepskyblue,834,401,96.39423076923077
98,mod_merged_blue2,416,mod_merged_lightblue,635,397,95.4326923076923
99,mod_merged_blue2,416,mod_merged_tan1,33,415,99.75961538461539
100,mod_merged_blue2,416,mod_merged_antiquewhite3,764,414,99.51923076923077
101,mod_merged_blue2,416,mod_merged_coral3,2024,348,83.65384615384616
102,mod_merged_blue2,416,mod_merged_darkolivegreen2,1175,353,84.85576923076923
103,mod_merged_blue2,416,mod_merged_magenta2,204,416,100
104,mod_merged_blue2,416,mod_merged_antiquewhite,577,377,90.625
105,mod_merged_blue2,416,mod_merged_orange1,95,409,98.3173076923077
106,mod_merged_blue2,416,mod_merged_coral1,141,415,99.75961538461539
107,mod_merged_blue2,416,mod_merged_darkolivegreen4,1792,409,98.3173076923077
108,mod_merged_blue2,416,mod_merged_mediumpurple1,273,416,100
109,mod_merged_blue2,416,mod_merged_navajowhite3,492,410,98.5576923076923
110,mod_merged_blue2,416,mod_merged_lightblue1,195,415,99.75961538461539
111,mod_merged_blue2,416,mod_merged_thistle1,273,415,99.75961538461539
112,mod_merged_blue2,416,mod_merged_blue3,79,416,100
113,mod_merged_blue2,416,mod_merged_honeydew1,1047,404,97.11538461538461
114,mod_merged_blue2,416,mod_merged_mistyrose3,33,415,99.75961538461539
115,mod_merged_blue2,416,mod_merged_firebrick3,1215,354,85.09615384615384
116,mod_merged_firebrick2,304,mod_merged_brown3,39,303,99.67105263157895
117,mod_merged_firebrick2,304,mod_merged_navajowhite1,87,304,100
118,mod_merged_firebrick2,304,mod_merged_mediumpurple3,109,303,99.67105263157895
119,mod_merged_firebrick2,304,mod_merged_firebrick2,210,299,98.35526315789474
120,mod_merged_firebrick2,304,mod_merged_deepskyblue,834,294,96.71052631578948
121,mod_merged_firebrick2,304,mod_merged_lightblue,635,287,94.40789473684211
122,mod_merged_firebrick2,304,mod_merged_tan1,33,304,100
123,mod_merged_firebrick2,304,mod_merged_antiquewhite3,764,303,99.67105263157895
124,mod_merged_firebrick2,304,mod_merged_coral3,2024,235,77.30263157894737
125,mod_merged_firebrick2,304,mod_merged_darkolivegreen2,1175,262,86.1842105263158
126,mod_merged_firebrick2,304,mod_merged_magenta2,204,303,99.67105263157895
127,mod_merged_firebrick2,304,mod_merged_antiquewhite,577,297,97.69736842105263
128,mod_merged_firebrick2,304,mod_merged_orange1,95,300,98.6842105263158
129,mod_merged_firebrick2,304,mod_merged_coral1,141,304,100
130,mod_merged_firebrick2,304,mod_merged_darkolivegreen4,1792,299,98.35526315789474
131,mod_merged_firebrick2,304,mod_merged_mediumpurple1,273,304,100
132,mod_merged_firebrick2,304,mod_merged_navajowhite3,492,298,98.02631578947368
133,mod_merged_firebrick2,304,mod_merged_lightblue1,195,302,99.34210526315789
134,mod_merged_firebrick2,304,mod_merged_thistle1,273,303,99.67105263157895
135,mod_merged_firebrick2,304,mod_merged_blue3,79,304,100
136,mod_merged_firebrick2,304,mod_merged_honeydew1,1047,286,94.07894736842105
137,mod_merged_firebrick2,304,mod_merged_mistyrose3,33,303,99.67105263157895
138,mod_merged_firebrick2,304,mod_merged_firebrick3,1215,283,93.09210526315789
139,mod_merged_deepskyblue,39,mod_merged_brown3,39,39,100
140,mod_merged_deepskyblue,39,mod_merged_navajowhite1,87,39,100
141,mod_merged_deepskyblue,39,mod_merged_mediumpurple3,109,38,97.43589743589743
142,mod_merged_deepskyblue,39,mod_merged_firebrick2,210,36,92.3076923076923
143,mod_merged_deepskyblue,39,mod_merged_deepskyblue,834,33,84.61538461538461
144,mod_merged_deepskyblue,39,mod_merged_lightblue,635,37,94.87179487179488
145,mod_merged_deepskyblue,39,mod_merged_tan1,33,39,100
146,mod_merged_deepskyblue,39,mod_merged_antiquewhite3,764,39,100
147,mod_merged_deepskyblue,39,mod_merged_coral3,2024,38,97.43589743589743
148,mod_merged_deepskyblue,39,mod_merged_darkolivegreen2,1175,36,92.3076923076923
149,mod_merged_deepskyblue,39,mod_merged_magenta2,204,39,100
150,mod_merged_deepskyblue,39,mod_merged_antiquewhite,577,37,94.87179487179488
151,mod_merged_deepskyblue,39,mod_merged_orange1,95,39,100
152,mod_merged_deepskyblue,39,mod_merged_coral1,141,39,100
153,mod_merged_deepskyblue,39,mod_merged_darkolivegreen4,1792,38,97.43589743589743
154,mod_merged_deepskyblue,39,mod_merged_mediumpurple1,273,39,100
155,mod_merged_deepskyblue,39,mod_merged_navajowhite3,492,37,94.87179487179488
156,mod_merged_deepskyblue,39,mod_merged_lightblue1,195,38,97.43589743589743
157,mod_merged_deepskyblue,39,mod_merged_thistle1,273,39,100
158,mod_merged_deepskyblue,39,mod_merged_blue3,79,39,100
159,mod_merged_deepskyblue,39,mod_merged_honeydew1,1047,36,92.3076923076923
160,mod_merged_deepskyblue,39,mod_merged_mistyrose3,33,39,100
161,mod_merged_deepskyblue,39,mod_merged_firebrick3,1215,35,89.74358974358974
162,mod_merged_dodgerblue1,72,mod_merged_brown3,39,72,100
163,mod_merged_dodgerblue1,72,mod_merged_navajowhite1,87,72,100
164,mod_merged_dodgerblue1,72,mod_merged_mediumpurple3,109,71,98.61111111111111
165,mod_merged_dodgerblue1,72,mod_merged_firebrick2,210,72,100
166,mod_merged_dodgerblue1,72,mod_merged_deepskyblue,834,67,93.05555555555556
167,mod_merged_dodgerblue1,72,mod_merged_lightblue,635,72,100
168,mod_merged_dodgerblue1,72,mod_merged_tan1,33,72,100
169,mod_merged_dodgerblue1,72,mod_merged_antiquewhite3,764,57,79.16666666666667
170,mod_merged_dodgerblue1,72,mod_merged_coral3,2024,72,100
171,mod_merged_dodgerblue1,72,mod_merged_darkolivegreen2,1175,72,100
172,mod_merged_dodgerblue1,72,mod_merged_magenta2,204,72,100
173,mod_merged_dodgerblue1,72,mod_merged_antiquewhite,577,72,100
174,mod_merged_dodgerblue1,72,mod_merged_orange1,95,72,100
175,mod_merged_dodgerblue1,72,mod_merged_coral1,141,70,97.22222222222223
176,mod_merged_dodgerblue1,72,mod_merged_darkolivegreen4,1792,50,69.44444444444444
177,mod_merged_dodgerblue1,72,mod_merged_mediumpurple1,273,72,100
178,mod_merged_dodgerblue1,72,mod_merged_navajowhite3,492,68,94.44444444444444
179,mod_merged_dodgerblue1,72,mod_merged_lightblue1,195,71,98.61111111111111
180,mod_merged_dodgerblue1,72,mod_merged_thistle1,273,72,100
181,mod_merged_dodgerblue1,72,mod_merged_blue3,79,72,100
182,mod_merged_dodgerblue1,72,mod_merged_honeydew1,1047,71,98.61111111111111
183,mod_merged_dodgerblue1,72,mod_merged_mistyrose3,33,72,100
184,mod_merged_dodgerblue1,72,mod_merged_firebrick3,1215,72,100
185,mod_merged_green,236,mod_merged_brown3,39,236,100
186,mod_merged_green,236,mod_merged_navajowhite1,87,236,100
187,mod_merged_green,236,mod_merged_mediumpurple3,109,236,100
188,mod_merged_green,236,mod_merged_firebrick2,210,232,98.30508474576271
189,mod_merged_green,236,mod_merged_deepskyblue,834,226,95.76271186440678
190,mod_merged_green,236,mod_merged_lightblue,635,219,92.79661016949153
191,mod_merged_green,236,mod_merged_tan1,33,236,100
192,mod_merged_green,236,mod_merged_antiquewhite3,764,232,98.30508474576271
193,mod_merged_green,236,mod_merged_coral3,2024,222,94.0677966101695
194,mod_merged_green,236,mod_merged_darkolivegreen2,1175,232,98.30508474576271
195,mod_merged_green,236,mod_merged_magenta2,204,233,98.72881355932203
196,mod_merged_green,236,mod_merged_antiquewhite,577,235,99.57627118644068
197,mod_merged_green,236,mod_merged_orange1,95,236,100
198,mod_merged_green,236,mod_merged_coral1,141,233,98.72881355932203
199,mod_merged_green,236,mod_merged_darkolivegreen4,1792,202,85.59322033898304
200,mod_merged_green,236,mod_merged_mediumpurple1,273,230,97.45762711864407
201,mod_merged_green,236,mod_merged_navajowhite3,492,227,96.1864406779661
202,mod_merged_green,236,mod_merged_lightblue1,195,234,99.15254237288136
203,mod_merged_green,236,mod_merged_thistle1,273,234,99.15254237288136
204,mod_merged_green,236,mod_merged_blue3,79,235,99.57627118644068
205,mod_merged_green,236,mod_merged_honeydew1,1047,217,91.94915254237289
206,mod_merged_green,236,mod_merged_mistyrose3,33,236,100
207,mod_merged_green,236,mod_merged_firebrick3,1215,230,97.45762711864407
208,mod_merged_tan3,189,mod_merged_brown3,39,188,99.47089947089947
209,mod_merged_tan3,189,mod_merged_navajowhite1,87,189,100
210,mod_merged_tan3,189,mod_merged_mediumpurple3,109,188,99.47089947089947
211,mod_merged_tan3,189,mod_merged_firebrick2,210,189,100
212,mod_merged_tan3,189,mod_merged_deepskyblue,834,181,95.76719576719577
213,mod_merged_tan3,189,mod_merged_lightblue,635,184,97.35449735449735
214,mod_merged_tan3,189,mod_merged_tan1,33,189,100
215,mod_merged_tan3,189,mod_merged_antiquewhite3,764,187,98.94179894179894
216,mod_merged_tan3,189,mod_merged_coral3,2024,163,86.24338624338624
217,mod_merged_tan3,189,mod_merged_darkolivegreen2,1175,156,82.53968253968254
218,mod_merged_tan3,189,mod_merged_magenta2,204,188,99.47089947089947
219,mod_merged_tan3,189,mod_merged_antiquewhite,577,172,91.005291005291
220,mod_merged_tan3,189,mod_merged_orange1,95,185,97.88359788359789
221,mod_merged_tan3,189,mod_merged_coral1,141,188,99.47089947089947
222,mod_merged_tan3,189,mod_merged_darkolivegreen4,1792,188,99.47089947089947
223,mod_merged_tan3,189,mod_merged_mediumpurple1,273,189,100
224,mod_merged_tan3,189,mod_merged_navajowhite3,492,186,98.41269841269842
225,mod_merged_tan3,189,mod_merged_lightblue1,195,186,98.41269841269842
226,mod_merged_tan3,189,mod_merged_thistle1,273,185,97.88359788359789
227,mod_merged_tan3,189,mod_merged_blue3,79,189,100
228,mod_merged_tan3,189,mod_merged_honeydew1,1047,185,97.88359788359789
229,mod_merged_tan3,189,mod_merged_mistyrose3,33,189,100
230,mod_merged_tan3,189,mod_merged_firebrick3,1215,176,93.12169312169313
231,mod_merged_lightblue2,196,mod_merged_brown3,39,196,100
232,mod_merged_lightblue2,196,mod_merged_navajowhite1,87,195,99.48979591836735
233,mod_merged_lightblue2,196,mod_merged_mediumpurple3,109,196,100
234,mod_merged_lightblue2,196,mod_merged_firebrick2,210,194,98.9795918367347
235,mod_merged_lightblue2,196,mod_merged_deepskyblue,834,171,87.24489795918367
236,mod_merged_lightblue2,196,mod_merged_lightblue,635,194,98.9795918367347
237,mod_merged_lightblue2,196,mod_merged_tan1,33,196,100
238,mod_merged_lightblue2,196,mod_merged_antiquewhite3,764,174,88.77551020408163
239,mod_merged_lightblue2,196,mod_merged_coral3,2024,194,98.9795918367347
240,mod_merged_lightblue2,196,mod_merged_darkolivegreen2,1175,196,100
241,mod_merged_lightblue2,196,mod_merged_magenta2,204,196,100
242,mod_merged_lightblue2,196,mod_merged_antiquewhite,577,196,100
243,mod_merged_lightblue2,196,mod_merged_orange1,95,196,100
244,mod_merged_lightblue2,196,mod_merged_coral1,141,196,100
245,mod_merged_lightblue2,196,mod_merged_darkolivegreen4,1792,133,67.85714285714286
246,mod_merged_lightblue2,196,mod_merged_mediumpurple1,273,191,97.44897959183673
247,mod_merged_lightblue2,196,mod_merged_navajowhite3,492,190,96.93877551020408
248,mod_merged_lightblue2,196,mod_merged_lightblue1,195,193,98.46938775510205
249,mod_merged_lightblue2,196,mod_merged_thistle1,273,194,98.9795918367347
250,mod_merged_lightblue2,196,mod_merged_blue3,79,194,98.9795918367347
251,mod_merged_lightblue2,196,mod_merged_honeydew1,1047,189,96.42857142857143
252,mod_merged_lightblue2,196,mod_merged_mistyrose3,33,196,100
253,mod_merged_lightblue2,196,mod_merged_firebrick3,1215,187,95.40816326530613
254,mod_merged_lavender,99,mod_merged_brown3,39,99,100
255,mod_merged_lavender,99,mod_merged_navajowhite1,87,99,100
256,mod_merged_lavender,99,mod_merged_mediumpurple3,109,65,65.65656565656566
257,mod_merged_lavender,99,mod_merged_firebrick2,210,99,100
258,mod_merged_lavender,99,mod_merged_deepskyblue,834,98,98.98989898989899
259,mod_merged_lavender,99,mod_merged_lightblue,635,98,98.98989898989899
260,mod_merged_lavender,99,mod_merged_tan1,33,99,100
261,mod_merged_lavender,99,mod_merged_antiquewhite3,764,96,96.96969696969697
262,mod_merged_lavender,99,mod_merged_coral3,2024,86,86.86868686868686
263,mod_merged_lavender,99,mod_merged_darkolivegreen2,1175,98,98.98989898989899
264,mod_merged_lavender,99,mod_merged_magenta2,204,99,100
265,mod_merged_lavender,99,mod_merged_antiquewhite,577,98,98.98989898989899
266,mod_merged_lavender,99,mod_merged_orange1,95,99,100
267,mod_merged_lavender,99,mod_merged_coral1,141,99,100
268,mod_merged_lavender,99,mod_merged_darkolivegreen4,1792,78,78.78787878787878
269,mod_merged_lavender,99,mod_merged_mediumpurple1,273,99,100
270,mod_merged_lavender,99,mod_merged_navajowhite3,492,96,96.96969696969697
271,mod_merged_lavender,99,mod_merged_lightblue1,195,98,98.98989898989899
272,mod_merged_lavender,99,mod_merged_thistle1,273,99,100
273,mod_merged_lavender,99,mod_merged_blue3,79,99,100
274,mod_merged_lavender,99,mod_merged_honeydew1,1047,96,96.96969696969697
275,mod_merged_lavender,99,mod_merged_mistyrose3,33,99,100
276,mod_merged_lavender,99,mod_merged_firebrick3,1215,96,96.96969696969697
277,mod_merged_coral4,98,mod_merged_brown3,39,98,100
278,mod_merged_coral4,98,mod_merged_navajowhite1,87,98,100
279,mod_merged_coral4,98,mod_merged_mediumpurple3,109,98,100
280,mod_merged_coral4,98,mod_merged_firebrick2,210,98,100
281,mod_merged_coral4,98,mod_merged_deepskyblue,834,96,97.95918367346938
282,mod_merged_coral4,98,mod_merged_lightblue,635,92,93.87755102040816
283,mod_merged_coral4,98,mod_merged_tan1,33,98,100
284,mod_merged_coral4,98,mod_merged_antiquewhite3,764,97,98.9795918367347
285,mod_merged_coral4,98,mod_merged_coral3,2024,82,83.6734693877551
286,mod_merged_coral4,98,mod_merged_darkolivegreen2,1175,91,92.85714285714286
287,mod_merged_coral4,98,mod_merged_magenta2,204,98,100
288,mod_merged_coral4,98,mod_merged_antiquewhite,577,94,95.91836734693878
289,mod_merged_coral4,98,mod_merged_orange1,95,98,100
290,mod_merged_coral4,98,mod_merged_coral1,141,98,100
291,mod_merged_coral4,98,mod_merged_darkolivegreen4,1792,95,96.93877551020408
292,mod_merged_coral4,98,mod_merged_mediumpurple1,273,98,100
293,mod_merged_coral4,98,mod_merged_navajowhite3,492,97,98.9795918367347
294,mod_merged_coral4,98,mod_merged_lightblue1,195,97,98.9795918367347
295,mod_merged_coral4,98,mod_merged_thistle1,273,97,98.9795918367347
296,mod_merged_coral4,98,mod_merged_blue3,79,97,98.9795918367347
297,mod_merged_coral4,98,mod_merged_honeydew1,1047,88,89.79591836734694
298,mod_merged_coral4,98,mod_merged_mistyrose3,33,98,100
299,mod_merged_coral4,98,mod_merged_firebrick3,1215,96,97.95918367346938
300,mod_merged_skyblue4,309,mod_merged_brown3,39,308,99.67637540453075
301,mod_merged_skyblue4,309,mod_merged_navajowhite1,87,307,99.35275080906149
302,mod_merged_skyblue4,309,mod_merged_mediumpurple3,109,309,100
303,mod_merged_skyblue4,309,mod_merged_firebrick2,210,309,100
304,mod_merged_skyblue4,309,mod_merged_deepskyblue,834,288,93.20388349514563
305,mod_merged_skyblue4,309,mod_merged_lightblue,635,305,98.70550161812298
306,mod_merged_skyblue4,309,mod_merged_tan1,33,309,100
307,mod_merged_skyblue4,309,mod_merged_antiquewhite3,764,275,88.9967637540453
308,mod_merged_skyblue4,309,mod_merged_coral3,2024,303,98.05825242718447
309,mod_merged_skyblue4,309,mod_merged_darkolivegreen2,1175,309,100
310,mod_merged_skyblue4,309,mod_merged_magenta2,204,304,98.38187702265373
311,mod_merged_skyblue4,309,mod_merged_antiquewhite,577,309,100
312,mod_merged_skyblue4,309,mod_merged_orange1,95,309,100
313,mod_merged_skyblue4,309,mod_merged_coral1,141,299,96.76375404530744
314,mod_merged_skyblue4,309,mod_merged_darkolivegreen4,1792,203,65.6957928802589
315,mod_merged_skyblue4,309,mod_merged_mediumpurple1,273,286,92.55663430420712
316,mod_merged_skyblue4,309,mod_merged_navajowhite3,492,296,95.79288025889967
317,mod_merged_skyblue4,309,mod_merged_lightblue1,195,306,99.02912621359224
318,mod_merged_skyblue4,309,mod_merged_thistle1,273,302,97.73462783171522
319,mod_merged_skyblue4,309,mod_merged_blue3,79,307,99.35275080906149
320,mod_merged_skyblue4,309,mod_merged_honeydew1,1047,296,95.79288025889967
321,mod_merged_skyblue4,309,mod_merged_mistyrose3,33,309,100
322,mod_merged_skyblue4,309,mod_merged_firebrick3,1215,305,98.70550161812298
323,mod_merged_burlywood,39,mod_merged_brown3,39,39,100
324,mod_merged_burlywood,39,mod_merged_navajowhite1,87,39,100
325,mod_merged_burlywood,39,mod_merged_mediumpurple3,109,39,100
326,mod_merged_burlywood,39,mod_merged_firebrick2,210,39,100
327,mod_merged_burlywood,39,mod_merged_deepskyblue,834,38,97.43589743589743
328,mod_merged_burlywood,39,mod_merged_lightblue,635,38,97.43589743589743
329,mod_merged_burlywood,39,mod_merged_tan1,33,39,100
330,mod_merged_burlywood,39,mod_merged_antiquewhite3,764,39,100
331,mod_merged_burlywood,39,mod_merged_coral3,2024,31,79.48717948717949
332,mod_merged_burlywood,39,mod_merged_darkolivegreen2,1175,36,92.3076923076923
333,mod_merged_burlywood,39,mod_merged_magenta2,204,39,100
334,mod_merged_burlywood,39,mod_merged_antiquewhite,577,35,89.74358974358974
335,mod_merged_burlywood,39,mod_merged_orange1,95,39,100
336,mod_merged_burlywood,39,mod_merged_coral1,141,39,100
337,mod_merged_burlywood,39,mod_merged_darkolivegreen4,1792,38,97.43589743589743
338,mod_merged_burlywood,39,mod_merged_mediumpurple1,273,39,100
339,mod_merged_burlywood,39,mod_merged_navajowhite3,492,37,94.87179487179488
340,mod_merged_burlywood,39,mod_merged_lightblue1,195,39,100
341,mod_merged_burlywood,39,mod_merged_thistle1,273,38,97.43589743589743
342,mod_merged_burlywood,39,mod_merged_blue3,79,39,100
343,mod_merged_burlywood,39,mod_merged_honeydew1,1047,37,94.87179487179488
344,mod_merged_burlywood,39,mod_merged_mistyrose3,33,39,100
345,mod_merged_burlywood,39,mod_merged_firebrick3,1215,37,94.87179487179488
346,mod_merged_darkmagenta,133,mod_merged_brown3,39,132,99.24812030075188
347,mod_merged_darkmagenta,133,mod_merged_navajowhite1,87,133,100
348,mod_merged_darkmagenta,133,mod_merged_mediumpurple3,109,132,99.24812030075188
349,mod_merged_darkmagenta,133,mod_merged_firebrick2,210,129,96.99248120300751
350,mod_merged_darkmagenta,133,mod_merged_deepskyblue,834,130,97.74436090225564
351,mod_merged_darkmagenta,133,mod_merged_lightblue,635,126,94.73684210526316
352,mod_merged_darkmagenta,133,mod_merged_tan1,33,133,100
353,mod_merged_darkmagenta,133,mod_merged_antiquewhite3,764,131,98.49624060150376
354,mod_merged_darkmagenta,133,mod_merged_coral3,2024,103,77.44360902255639
355,mod_merged_darkmagenta,133,mod_merged_darkolivegreen2,1175,121,90.97744360902256
356,mod_merged_darkmagenta,133,mod_merged_magenta2,204,131,98.49624060150376
357,mod_merged_darkmagenta,133,mod_merged_antiquewhite,577,132,99.24812030075188
358,mod_merged_darkmagenta,133,mod_merged_orange1,95,131,98.49624060150376
359,mod_merged_darkmagenta,133,mod_merged_coral1,141,133,100
360,mod_merged_darkmagenta,133,mod_merged_darkolivegreen4,1792,129,96.99248120300751
361,mod_merged_darkmagenta,133,mod_merged_mediumpurple1,273,132,99.24812030075188
362,mod_merged_darkmagenta,133,mod_merged_navajowhite3,492,125,93.98496240601504
363,mod_merged_darkmagenta,133,mod_merged_lightblue1,195,132,99.24812030075188
364,mod_merged_darkmagenta,133,mod_merged_thistle1,273,133,100
365,mod_merged_darkmagenta,133,mod_merged_blue3,79,133,100
366,mod_merged_darkmagenta,133,mod_merged_honeydew1,1047,120,90.22556390977444
367,mod_merged_darkmagenta,133,mod_merged_mistyrose3,33,133,100
368,mod_merged_darkmagenta,133,mod_merged_firebrick3,1215,126,94.73684210526316
369,mod_merged_lemonchiffon3,1589,mod_merged_brown3,39,1589,100
370,mod_merged_lemonchiffon3,1589,mod_merged_navajowhite1,87,1575,99.11894273127753
371,mod_merged_lemonchiffon3,1589,mod_merged_mediumpurple3,109,1587,99.87413467589678
372,mod_merged_lemonchiffon3,1589,mod_merged_firebrick2,210,1585,99.74826935179358
373,mod_merged_lemonchiffon3,1589,mod_merged_deepskyblue,834,1542,97.04216488357457
